W	Q2	S_{0+}		S_{1+}		S_{2+}		S_{3+}		S_{4+}		S_{5+}		S_{0-}		S_{1-}		S_{2-}		S_{3-}		S_{4-}		S_{5-}		E_{0+}		E_{1+}		E_{2+}		E_{3+}		E_{4+}		E_{5+}		E_{0-}		E_{1-}		E_{2-}		E_{3-}		E_{4-}		E_{5-}		M_{0+}		M_{1+}		M_{2+}		M_{3+}		M_{4+}		M_{5+}		M_{0-}		M_{1-}		M_{2-}		M_{3-}		M_{4-}		M_{5-}
1.51	1.35	0.618	-2.677	0.242	-0.076	0.103	0.005	0.035	0	0.011	0	0.004	0	0	0	1.109	1.243	0.104	-0.145	-0.165	-0.04	0.013	0	-0.005	0	4.296	6.137	0.743	-0.047	0.117	0.008	0.04	0	0.01	0	0.004	0	0	0	0	0	0.816	-0.875	-0.072	-0.006	0.028	0	-0.006	0	0	0	0.363	-0.169	0.198	0.007	-0.091	-0.005	0.018	0	-0.008	0	0	0	-0.997	-0.837	-0.476	2.055	0.147	0.042	0.005	0	0.002	0
1.52	1.35	1.066	-2.91	0.239	-0.078	0.105	0.006	0.037	0.001	0.012	0	0.005	0	0	0	1.071	1.165	0.13	-0.156	-0.178	-0.048	0.013	0	-0.005	0	3.127	6.553	0.753	-0.035	0.118	0.009	0.04	0.001	0.011	0	0.004	0	0	0	0	0	1.005	-0.845	-0.074	-0.007	0.028	0	-0.006	0	0	0	0.307	-0.146	0.197	0.008	-0.091	-0.005	0.018	0	-0.009	0	0	0	-0.976	-0.777	-0.867	2.012	0.161	0.05	0.006	0	0.002	0
1.53	1.35	1.566	-2.94	0.236	-0.081	0.106	0.007	0.038	0.001	0.013	0	0.005	0	0	0	1.039	1.091	0.157	-0.155	-0.191	-0.057	0.012	0	-0.006	0	1.924	6.518	0.762	-0.023	0.119	0.01	0.041	0.001	0.011	0	0.004	0	0	0	0	0	1.172	-0.757	-0.076	-0.007	0.028	0	-0.006	0	0	0	0.256	-0.128	0.195	0.009	-0.092	-0.005	0.018	0	-0.009	0	0	0	-0.96	-0.719	-1.203	1.849	0.175	0.059	0.006	0	0.002	0
1.54	1.35	2.003	-2.77	0.231	-0.084	0.108	0.007	0.04	0.001	0.014	0	0.006	0	0	0	1.008	1.025	0.181	-0.148	-0.206	-0.067	0.012	0	-0.006	0	0.924	6.092	0.77	-0.008	0.119	0.012	0.041	0.001	0.012	0	0.005	0	0	0	0	0	1.296	-0.63	-0.077	-0.01	0.029	0	-0.006	0	0	0	0.206	-0.114	0.193	0.011	-0.094	-0.006	0.017	0	-0.009	0	0	0	-0.944	-0.667	-1.442	1.622	0.191	0.07	0.006	0	0.002	0
1.55	1.35	2.311	-2.469	0.224	-0.09	0.11	0.008	0.041	0.001	0.014	0	0.006	0	0	0	0.981	0.961	0.202	-0.136	-0.22	-0.081	0.012	0	-0.006	0	0.261	5.466	0.779	0.005	0.121	0.013	0.042	0.001	0.012	0	0.005	0	0	0	0	0	1.374	-0.488	-0.08	-0.012	0.029	0	-0.006	0	0	0	0.16	-0.102	0.191	0.013	-0.095	-0.007	0.017	0	-0.009	0	0	0	-0.93	-0.618	-1.591	1.376	0.208	0.084	0.006	0	0.002	0
1.56	1.35	2.476	-2.118	0.217	-0.097	0.11	0.009	0.042	0.001	0.015	0	0.006	0	0	0	0.956	0.903	0.214	-0.121	-0.237	-0.098	0.011	0	-0.006	0	-0.082	4.83	0.786	0.023	0.121	0.014	0.043	0.001	0.014	0	0.005	0	0	0	0	0	1.412	-0.347	-0.083	-0.015	0.029	0	-0.006	0	0	0	0.117	-0.093	0.189	0.015	-0.096	-0.007	0.018	0	-0.009	0	0	0	-0.918	-0.572	-1.668	1.146	0.227	0.103	0.006	0	0.002	0
1.57	1.35	2.522	-1.766	0.209	-0.105	0.111	0.01	0.042	0.001	0.016	0	0.006	0	0	0	0.931	0.847	0.222	-0.105	-0.253	-0.117	0.011	0	-0.006	0	-0.186	4.298	0.793	0.041	0.121	0.015	0.044	0.001	0.015	0	0.005	0	0	0	0	0	1.419	-0.216	-0.086	-0.018	0.03	0	-0.006	0	0	0	0.077	-0.088	0.187	0.017	-0.097	-0.008	0.017	0	-0.009	0	0	0	-0.907	-0.528	-1.695	0.945	0.247	0.125	0.006	0	0.002	0
1.58	1.35	2.48	-1.455	0.198	-0.114	0.112	0.01	0.043	0.001	0.016	0	0.007	0	0	0	0.911	0.794	0.226	-0.092	-0.272	-0.143	0.011	0	-0.006	0	-0.139	3.903	0.801	0.058	0.121	0.016	0.045	0.001	0.015	0	0.006	0	0	0	0	0	1.403	-0.097	-0.09	-0.024	0.03	0	-0.006	0	0	0	0.04	-0.086	0.183	0.021	-0.097	-0.008	0.017	0	-0.009	0	0	0	-0.899	-0.486	-1.69	0.772	0.266	0.154	0.007	0	0.002	0
1.59	1.35	2.374	-1.207	0.189	-0.126	0.111	0.012	0.045	0.001	0.017	0	0.007	0	0	0	0.891	0.745	0.228	-0.079	-0.288	-0.176	0.011	0	-0.007	0	-0.011	3.641	0.807	0.08	0.12	0.017	0.047	0.001	0.015	0	0.006	0	0	0	0	0	1.372	0.008	-0.093	-0.03	0.03	0	-0.006	0	0	0	0.006	-0.085	0.179	0.024	-0.098	-0.009	0.017	0	-0.009	0	0	0	-0.892	-0.445	-1.667	0.629	0.285	0.189	0.007	0	0.004	0
1.6	1.35	2.229	-1.03	0.181	-0.141	0.112	0.012	0.046	0.001	0.018	0	0.007	0	0	0	0.874	0.698	0.227	-0.068	-0.304	-0.216	0.011	0	-0.007	0	0.142	3.495	0.811	0.104	0.116	0.017	0.048	0.001	0.016	0	0.006	0	0	0	0	0	1.327	0.099	-0.096	-0.039	0.031	0	-0.006	0	0	0	-0.026	-0.088	0.176	0.027	-0.098	-0.01	0.017	0	-0.009	0	0	0	-0.886	-0.407	-1.634	0.51	0.302	0.233	0.007	0	0.004	0
1.61	1.35	2.064	-0.924	0.171	-0.16	0.112	0.013	0.047	0.002	0.018	0	0.008	0	0	0	0.858	0.654	0.225	-0.059	-0.313	-0.264	0.011	0	-0.008	0	0.293	3.456	0.815	0.129	0.115	0.018	0.049	0.001	0.016	0	0.007	0	0	0	0	0	1.273	0.178	-0.1	-0.049	0.031	0	-0.006	0	0	0	-0.057	-0.093	0.172	0.032	-0.099	-0.01	0.017	0	-0.01	0	0	0	-0.88	-0.37	-1.595	0.409	0.313	0.287	0.008	0	0.004	0
1.62	1.35	1.9	-0.874	0.164	-0.181	0.11	0.013	0.049	0.001	0.018	0	0.008	0	0	0	0.845	0.612	0.223	-0.052	-0.313	-0.323	0.011	0	-0.008	0	0.418	3.518	0.817	0.158	0.113	0.018	0.049	0.002	0.016	0	0.007	0	0	0	0	0	1.209	0.244	-0.101	-0.063	0.032	0	-0.005	0	0	0	-0.083	-0.1	0.165	0.036	-0.101	-0.011	0.017	0	-0.01	0	0	0	-0.877	-0.337	-1.552	0.326	0.314	0.352	0.009	0	0.004	0
1.63	1.35	1.741	-0.871	0.158	-0.205	0.108	0.012	0.05	0.001	0.019	0	0.008	0	0	0	0.831	0.572	0.221	-0.047	-0.298	-0.389	0.011	0	-0.008	0	0.492	3.677	0.817	0.19	0.108	0.017	0.05	0.002	0.016	0	0.007	0	0	0	0	0	1.142	0.296	-0.1	-0.079	0.032	0	-0.005	0	0	0	-0.108	-0.111	0.157	0.04	-0.102	-0.012	0.017	0	-0.01	0	0	0	-0.871	-0.304	-1.508	0.256	0.298	0.426	0.009	0	0.004	0
1.64	1.35	1.596	-0.911	0.155	-0.231	0.106	0.011	0.051	0.002	0.02	0	0.009	0	0	0	0.826	0.535	0.217	-0.041	-0.263	-0.46	0.011	0	-0.008	0	0.483	3.926	0.813	0.225	0.105	0.015	0.05	0.002	0.017	0	0.007	0	0	0	0	0	1.069	0.333	-0.093	-0.096	0.032	0	-0.005	0	0	0	-0.129	-0.123	0.148	0.042	-0.102	-0.013	0.017	0	-0.01	0	0	0	-0.872	-0.274	-1.464	0.2	0.26	0.503	0.009	0	0.004	0
1.65	1.35	1.472	-0.994	0.156	-0.262	0.105	0.009	0.052	0.002	0.021	0	0.009	0	0	0	0.818	0.499	0.214	-0.036	-0.204	-0.521	0.011	0	-0.009	0	0.354	4.24	0.804	0.261	0.101	0.011	0.051	0.002	0.018	0	0.007	0	0	0	0	0	0.996	0.356	-0.083	-0.114	0.033	0	-0.005	0	0	0	-0.149	-0.137	0.139	0.042	-0.103	-0.015	0.016	0	-0.01	0	0	0	-0.873	-0.247	-1.421	0.154	0.195	0.574	0.009	0	0.004	0
1.66	1.35	1.389	-1.123	0.16	-0.292	0.103	0.005	0.053	0.002	0.021	0	0.01	0	0	0	0.82	0.471	0.211	-0.033	-0.123	-0.566	0.011	0	-0.009	0	0.064	4.573	0.789	0.3	0.099	0.005	0.052	0.002	0.018	0	0.007	0	0	0	0	0	0.923	0.366	-0.066	-0.13	0.033	0	-0.005	0	0	0	-0.157	-0.152	0.128	0.04	-0.103	-0.016	0.016	0	-0.01	0	0	0	-0.879	-0.224	-1.381	0.118	0.107	0.624	0.009	0	0.005	0
1.67	1.35	1.371	-1.28	0.171	-0.324	0.103	0	0.055	0.002	0.023	0	0.01	0	0	0	0.821	0.444	0.209	-0.03	-0.033	-0.583	0.011	0	-0.009	0	-0.398	4.855	0.767	0.338	0.098	-0.001	0.052	0.002	0.019	0	0.008	0	0	0	0	0	0.857	0.365	-0.045	-0.139	0.033	0	-0.005	0	0	0	-0.163	-0.169	0.119	0.035	-0.104	-0.017	0.016	0	-0.01	0	0	0	-0.885	-0.203	-1.343	0.089	0.007	0.643	0.01	0	0.005	0
1.68	1.35	1.438	-1.423	0.188	-0.356	0.104	-0.005	0.056	0.003	0.023	0	0.01	0	0	0	0.823	0.418	0.206	-0.027	0.057	-0.571	0.011	0	-0.009	0	-1.017	5.003	0.74	0.378	0.099	-0.006	0.052	0.002	0.019	0	0.008	0	0	0	0	0	0.798	0.352	-0.023	-0.143	0.033	0	-0.005	0	0	0	-0.163	-0.186	0.112	0.03	-0.105	-0.019	0.016	0	-0.01	0	0	0	-0.891	-0.183	-1.309	0.068	-0.091	0.631	0.01	0	0.005	0
1.69	1.35	1.568	-1.505	0.209	-0.385	0.107	-0.009	0.055	0.003	0.024	0	0.011	0	0	0	0.831	0.401	0.204	-0.025	0.13	-0.536	0.011	0	-0.009	0	-1.73	4.937	0.704	0.412	0.102	-0.012	0.053	0.002	0.019	0	0.008	0	0	0	0	0	0.745	0.333	-0.002	-0.139	0.032	0	-0.004	0	0	0	-0.161	-0.2	0.107	0.024	-0.106	-0.02	0.016	0	-0.01	0	0	0	-0.9	-0.172	-1.278	0.053	-0.174	0.593	0.012	0	0.005	0
1.7	1.35	1.711	-1.503	0.237	-0.411	0.11	-0.012	0.057	0.003	0.025	0	0.011	0	0	0	0.838	0.387	0.201	-0.024	0.185	-0.488	0.011	0	-0.01	0	-2.408	4.612	0.663	0.442	0.104	-0.015	0.053	0.002	0.019	0	0.008	0	0	0	0	0	0.701	0.308	0.017	-0.133	0.033	0	-0.004	0	0	0	-0.157	-0.214	0.104	0.018	-0.107	-0.022	0.015	0	-0.011	0	0	0	-0.909	-0.162	-1.253	0.041	-0.237	0.541	0.012	0	0.005	0
1.71	1.35	1.822	-1.436	0.266	-0.432	0.113	-0.016	0.058	0.004	0.025	0	0.011	0	0	0	0.849	0.379	0.199	-0.022	0.221	-0.436	0.01	0	-0.01	0	-2.924	4.09	0.617	0.465	0.109	-0.018	0.053	0.003	0.02	0	0.008	0	0	0	0	0	0.666	0.281	0.032	-0.125	0.033	0	-0.004	0	0	0	-0.149	-0.224	0.101	0.014	-0.107	-0.024	0.015	0	-0.011	0	0	0	-0.918	-0.159	-1.23	0.033	-0.277	0.484	0.012	0	0.005	0
1.72	1.35	1.883	-1.338	0.301	-0.445	0.117	-0.016	0.058	0.004	0.025	0	0.012	0	0	0	0.858	0.371	0.198	-0.02	0.242	-0.387	0.01	0	-0.01	0	-3.222	3.493	0.567	0.481	0.112	-0.02	0.054	0.003	0.02	0	0.008	0	0	0	0	0	0.637	0.253	0.042	-0.116	0.033	0	-0.004	0	0	0	-0.142	-0.23	0.1	0.008	-0.107	-0.026	0.014	0	-0.011	0	0	0	-0.926	-0.157	-1.212	0.027	-0.301	0.43	0.012	0	0.005	0
1.73	1.35	1.9	-1.238	0.336	-0.453	0.12	-0.018	0.059	0.004	0.026	0	0.013	0	0	0	0.868	0.368	0.195	-0.019	0.253	-0.344	0.01	0	-0.01	0	-3.334	2.915	0.517	0.49	0.115	-0.021	0.054	0.003	0.021	0	0.009	0	0	0	0	0	0.614	0.226	0.05	-0.106	0.033	0	-0.004	0	0	0	-0.134	-0.234	0.098	0.005	-0.107	-0.028	0.015	0	-0.011	0	0	0	-0.932	-0.158	-1.196	0.024	-0.315	0.38	0.012	0	0.005	0
1.74	1.35	1.887	-1.152	0.37	-0.457	0.123	-0.019	0.06	0.005	0.027	0	0.013	0	0	0	0.874	0.367	0.193	-0.018	0.256	-0.305	0.01	0	-0.01	0	-3.315	2.412	0.467	0.49	0.118	-0.022	0.054	0.003	0.021	0	0.009	0	0	0	0	0	0.598	0.199	0.058	-0.096	0.034	0	-0.004	0	0	0	-0.126	-0.234	0.098	0.002	-0.107	-0.03	0.014	0	-0.011	0	0	0	-0.935	-0.161	-1.185	0.021	-0.318	0.338	0.013	0	0.005	0
1.75	1.35	1.856	-1.081	0.402	-0.453	0.127	-0.02	0.061	0.005	0.028	0	0.013	0	0	0	0.88	0.367	0.192	-0.017	0.255	-0.272	0.01	0	-0.011	0	-3.215	1.995	0.42	0.484	0.122	-0.022	0.056	0.004	0.022	0	0.009	0	0	0	0	0	0.585	0.174	0.061	-0.087	0.034	0	-0.004	0	0	0	-0.119	-0.231	0.097	0	-0.107	-0.033	0.014	0	-0.011	0	0	0	-0.935	-0.164	-1.174	0.019	-0.317	0.301	0.013	0	0.006	0
1.76	1.35	1.816	-1.027	0.431	-0.447	0.128	-0.02	0.061	0.005	0.028	0	0.014	0	0	0	0.882	0.368	0.189	-0.016	0.252	-0.244	0.009	0	-0.011	0	-3.075	1.657	0.377	0.472	0.123	-0.022	0.056	0.004	0.022	0	0.01	0	0	0	0	0	0.577	0.152	0.065	-0.08	0.034	0	-0.002	0	0	0	-0.114	-0.226	0.097	-0.001	-0.107	-0.035	0.014	0	-0.011	0	0	0	-0.933	-0.168	-1.166	0.019	-0.313	0.271	0.013	0	0.006	0
1.77	1.35	1.773	-0.986	0.457	-0.435	0.132	-0.02	0.062	0.006	0.029	0	0.014	0	0	0	0.883	0.369	0.189	-0.016	0.246	-0.221	0.009	0	-0.011	0	-2.914	1.388	0.337	0.458	0.124	-0.022	0.056	0.004	0.022	0	0.01	0	0	0	0	0	0.571	0.132	0.066	-0.074	0.034	0	-0.002	0	0	0	-0.109	-0.217	0.097	-0.003	-0.106	-0.038	0.014	0	-0.012	0	0	0	-0.929	-0.172	-1.16	0.017	-0.308	0.244	0.015	0	0.006	0
1.78	1.35	1.731	-0.955	0.48	-0.423	0.134	-0.019	0.062	0.006	0.028	0	0.015	0	0	0	0.88	0.369	0.187	-0.015	0.24	-0.201	0.009	0	-0.011	0	-2.745	1.178	0.302	0.439	0.127	-0.022	0.056	0.004	0.022	0	0.01	0	0	0	0	0	0.566	0.113	0.068	-0.069	0.035	0	-0.002	0	0	0	-0.107	-0.209	0.096	-0.004	-0.104	-0.041	0.014	0	-0.012	0	0	0	-0.922	-0.175	-1.156	0.017	-0.3	0.221	0.015	0	0.006	0
1.79	1.35	1.69	-0.932	0.5	-0.409	0.135	-0.019	0.063	0.006	0.029	0	0.015	0	0	0	0.875	0.369	0.185	-0.015	0.233	-0.183	0.008	0	-0.012	0	-2.577	1.014	0.271	0.418	0.128	-0.021	0.056	0.005	0.023	0	0.011	0	0	0	0	0	0.563	0.096	0.069	-0.064	0.035	0	-0.002	0	0	0	-0.105	-0.201	0.094	-0.005	-0.102	-0.044	0.014	0	-0.012	0	0	0	-0.912	-0.178	-1.154	0.016	-0.293	0.202	0.016	0	0.006	0
1.8	1.35	1.65	-0.915	0.515	-0.394	0.137	-0.019	0.063	0.006	0.03	0	0.016	0	0	0	0.868	0.367	0.183	-0.014	0.227	-0.168	0.008	0	-0.012	0	-2.413	0.891	0.245	0.397	0.129	-0.021	0.056	0.005	0.023	0	0.011	0	0	0	0	0	0.562	0.082	0.07	-0.059	0.035	0	-0.002	0	0	0	-0.105	-0.192	0.093	-0.006	-0.1	-0.047	0.014	0	-0.012	0	0	0	-0.902	-0.179	-1.152	0.016	-0.287	0.184	0.016	0	0.006	0
1.81	1.35	1.614	-0.904	0.529	-0.378	0.139	-0.018	0.063	0.006	0.031	0	0.016	0	0	0	0.86	0.365	0.182	-0.015	0.221	-0.154	0.008	0	-0.012	0	-2.258	0.802	0.223	0.376	0.131	-0.021	0.056	0.005	0.023	0	0.011	0	0	0	0	0	0.561	0.069	0.071	-0.056	0.036	0	-0.002	0	0	0	-0.106	-0.183	0.092	-0.006	-0.099	-0.049	0.014	0	-0.012	0	0	0	-0.89	-0.179	-1.15	0.014	-0.279	0.169	0.016	0	0.006	0
1.82	1.35	1.579	-0.897	0.539	-0.363	0.14	-0.018	0.064	0.006	0.031	0	0.016	0	0	0	0.852	0.362	0.181	-0.014	0.214	-0.142	0.008	0	-0.012	0	-2.111	0.743	0.202	0.356	0.131	-0.02	0.055	0.005	0.024	0	0.011	0	0	0	0	0	0.562	0.057	0.072	-0.053	0.036	0	-0.002	0	0	0	-0.106	-0.173	0.091	-0.007	-0.095	-0.052	0.014	0	-0.012	0	0	0	-0.877	-0.18	-1.15	0.013	-0.271	0.155	0.016	0	0.007	0
1.83	1.35	1.546	-0.893	0.547	-0.347	0.14	-0.017	0.063	0.006	0.032	0	0.017	0	0	0	0.839	0.358	0.18	-0.013	0.207	-0.131	0.008	0	-0.012	0	-1.977	0.711	0.186	0.335	0.131	-0.02	0.054	0.005	0.024	0	0.011	0	0	0	0	0	0.562	0.047	0.073	-0.05	0.036	0	-0.001	0	0	0	-0.108	-0.165	0.09	-0.007	-0.091	-0.055	0.013	0	-0.012	0	0	0	-0.861	-0.18	-1.15	0.011	-0.264	0.143	0.016	0	0.007	0
1.84	1.35	1.516	-0.895	0.553	-0.333	0.141	-0.017	0.062	0.006	0.033	0	0.017	0	0	0	0.83	0.355	0.179	-0.013	0.201	-0.122	0.008	0	-0.012	0	-1.853	0.702	0.172	0.316	0.132	-0.019	0.054	0.004	0.024	0	0.011	0	0	0	0	0	0.562	0.038	0.074	-0.049	0.037	0	-0.001	0	0	0	-0.11	-0.157	0.089	-0.008	-0.087	-0.057	0.014	0	-0.013	0	0	0	-0.847	-0.178	-1.151	0.009	-0.256	0.132	0.018	0	0.008	0
1.85	1.35	1.49	-0.897	0.557	-0.319	0.142	-0.016	0.061	0.006	0.033	0	0.017	0	0	0	0.816	0.351	0.177	-0.013	0.195	-0.113	0.008	0	-0.013	0	-1.742	0.718	0.16	0.297	0.131	-0.019	0.054	0.004	0.025	0	0.011	0	0	0	0	0	0.562	0.03	0.074	-0.046	0.037	0	-0.001	0	0	0	-0.111	-0.15	0.087	-0.008	-0.082	-0.058	0.013	0	-0.013	0	0	0	-0.83	-0.176	-1.154	0.007	-0.248	0.123	0.018	0	0.008	0
1.86	1.35	1.466	-0.904	0.56	-0.305	0.143	-0.016	0.061	0.005	0.034	0	0.018	0	0	0	0.804	0.345	0.176	-0.012	0.189	-0.106	0.008	0	-0.013	0	-1.647	0.752	0.15	0.279	0.132	-0.018	0.053	0.003	0.025	0	0.011	0	0	0	0	0	0.563	0.024	0.076	-0.044	0.037	0	-0.001	0	0	0	-0.114	-0.143	0.085	-0.007	-0.077	-0.058	0.013	0	-0.013	0	0	0	-0.813	-0.174	-1.155	0.007	-0.241	0.115	0.018	0	0.008	0
1.87	1.35	1.445	-0.913	0.562	-0.294	0.144	-0.017	0.061	0.004	0.034	0	0.018	0	0	0	0.79	0.339	0.175	-0.012	0.182	-0.099	0.008	0	-0.013	0	-1.57	0.804	0.141	0.264	0.133	-0.018	0.053	0.002	0.025	0	0.012	0	0	0	0	0	0.563	0.016	0.078	-0.042	0.038	0	-0.001	0	0	0	-0.114	-0.137	0.085	-0.008	-0.073	-0.059	0.012	0	-0.013	0	0	0	-0.796	-0.17	-1.158	0.004	-0.234	0.108	0.018	0	0.008	0
1.88	1.35	1.43	-0.924	0.563	-0.283	0.144	-0.017	0.061	0.003	0.035	0	0.018	0	0	0	0.78	0.335	0.174	-0.012	0.177	-0.093	0.008	0	-0.013	0	-1.513	0.875	0.133	0.248	0.132	-0.018	0.053	0.002	0.025	0	0.012	0	0	0	0	0	0.563	0.012	0.078	-0.041	0.038	0	-0.001	0	0	0	-0.114	-0.131	0.083	-0.008	-0.068	-0.058	0.012	0	-0.013	0	0	0	-0.781	-0.167	-1.16	0.001	-0.228	0.102	0.018	0	0.008	0
1.89	1.35	1.419	-0.938	0.563	-0.272	0.145	-0.016	0.061	0.002	0.035	0	0.019	0	0	0	0.767	0.329	0.173	-0.012	0.171	-0.088	0.008	0	-0.013	0	-1.481	0.959	0.127	0.234	0.132	-0.017	0.052	0.001	0.025	0	0.012	0	0	0	0	0	0.563	0.006	0.079	-0.04	0.038	0	-0.001	0	0	0	-0.115	-0.125	0.081	-0.008	-0.063	-0.057	0.011	0	-0.013	0	0	0	-0.763	-0.163	-1.163	-0.001	-0.222	0.096	0.018	0	0.008	0
1.9	1.35	1.416	-0.953	0.562	-0.262	0.145	-0.016	0.062	0.001	0.036	0	0.02	0	0	0	0.754	0.323	0.172	-0.012	0.165	-0.083	0.008	0	-0.014	0	-1.476	1.05	0.12	0.221	0.132	-0.017	0.052	0	0.025	0	0.012	0	0	0	0	0	0.565	0.003	0.081	-0.037	0.038	0	-0.001	0	0	0	-0.115	-0.12	0.079	-0.008	-0.058	-0.054	0.012	0	-0.014	0	0	0	-0.745	-0.159	-1.166	-0.004	-0.215	0.092	0.02	0	0.008	0
1.91	1.35	1.418	-0.966	0.562	-0.251	0.145	-0.016	0.062	0	0.037	0	0.02	0	0	0	0.742	0.317	0.171	-0.011	0.16	-0.078	0.008	0	-0.014	0	-1.5	1.143	0.114	0.208	0.131	-0.017	0.052	0	0.026	0	0.013	0	0	0	0	0	0.565	-0.001	0.082	-0.037	0.039	0	0	0	0	0	-0.115	-0.115	0.078	-0.008	-0.054	-0.052	0.011	0	-0.014	0	0	0	-0.729	-0.153	-1.17	-0.007	-0.21	0.087	0.021	0	0.008	0
1.92	1.35	1.427	-0.979	0.559	-0.243	0.146	-0.016	0.063	-0.001	0.037	0	0.02	0	0	0	0.728	0.31	0.171	-0.011	0.156	-0.075	0.008	0	-0.014	0	-1.555	1.232	0.109	0.198	0.131	-0.016	0.052	-0.001	0.026	0	0.013	0	0	0	0	0	0.564	-0.004	0.083	-0.034	0.039	0	0	0	0	0	-0.113	-0.111	0.076	-0.008	-0.05	-0.049	0.011	0	-0.014	0	0	0	-0.712	-0.148	-1.173	-0.009	-0.204	0.082	0.02	0	0.008	0
1.93	1.35	1.442	-0.986	0.558	-0.235	0.145	-0.016	0.064	-0.002	0.038	0	0.021	0	0	0	0.716	0.305	0.17	-0.011	0.15	-0.072	0.008	0	-0.014	0	-1.637	1.306	0.105	0.186	0.13	-0.016	0.053	-0.002	0.026	0	0.013	0	0	0	0	0	0.564	-0.007	0.084	-0.034	0.039	0	0	0	0	0	-0.111	-0.107	0.074	-0.008	-0.048	-0.045	0.011	0	-0.014	0	0	0	-0.696	-0.142	-1.178	-0.013	-0.199	0.081	0.021	0	0.008	0
1.94	1.35	1.463	-0.987	0.556	-0.226	0.146	-0.015	0.065	-0.003	0.038	0	0.021	0	0	0	0.703	0.298	0.167	-0.012	0.146	-0.069	0.007	0	-0.014	0	-1.742	1.357	0.101	0.177	0.13	-0.015	0.053	-0.002	0.026	0	0.013	0	0	0	0	0	0.563	-0.008	0.086	-0.033	0.04	0	0	0	0	0	-0.108	-0.104	0.074	-0.008	-0.045	-0.041	0.011	0	-0.014	0	0	0	-0.68	-0.137	-1.181	-0.016	-0.194	0.077	0.021	0	0.009	0
1.95	1.35	1.487	-0.98	0.553	-0.22	0.146	-0.016	0.066	-0.004	0.039	0	0.02	0	0	0	0.692	0.292	0.167	-0.011	0.142	-0.066	0.007	0	-0.015	0	-1.862	1.381	0.098	0.167	0.129	-0.015	0.055	-0.003	0.026	0	0.013	0	0	0	0	0	0.562	-0.012	0.086	-0.032	0.04	0	0	0	0	0	-0.105	-0.099	0.072	-0.009	-0.042	-0.037	0.011	0	-0.014	0	0	0	-0.664	-0.131	-1.186	-0.018	-0.189	0.074	0.021	0	0.009	0
1.96	1.35	1.512	-0.968	0.55	-0.213	0.145	-0.015	0.066	-0.005	0.039	0	0.021	0	0	0	0.679	0.287	0.166	-0.011	0.138	-0.063	0.007	0	-0.015	0	-1.986	1.376	0.094	0.158	0.128	-0.015	0.055	-0.003	0.026	0	0.013	0	0	0	0	0	0.562	-0.014	0.088	-0.031	0.04	0	0	0	0	0	-0.104	-0.097	0.071	-0.008	-0.041	-0.033	0.011	0	-0.015	0	0	0	-0.65	-0.125	-1.191	-0.023	-0.184	0.072	0.021	0	0.009	0
1.97	1.35	1.536	-0.947	0.547	-0.207	0.145	-0.015	0.067	-0.006	0.04	0	0.021	0	0	0	0.669	0.28	0.166	-0.012	0.134	-0.062	0.006	0	-0.015	0	-2.105	1.341	0.091	0.151	0.127	-0.015	0.056	-0.004	0.026	0	0.014	0	0	0	0	0	0.561	-0.016	0.089	-0.03	0.041	0	0	0	0	0	-0.1	-0.094	0.068	-0.008	-0.04	-0.029	0.011	0	-0.015	0	0	0	-0.635	-0.12	-1.195	-0.026	-0.181	0.069	0.023	0	0.009	0
1.98	1.35	1.557	-0.92	0.543	-0.201	0.146	-0.015	0.069	-0.006	0.041	0	0.021	0	0	0	0.657	0.275	0.165	-0.01	0.13	-0.058	0.005	0	-0.015	0	-2.213	1.286	0.088	0.143	0.128	-0.015	0.056	-0.004	0.026	0	0.014	0	0	0	0	0	0.56	-0.016	0.091	-0.029	0.041	0	0	0	0	0	-0.095	-0.09	0.066	-0.008	-0.041	-0.025	0.011	0	-0.015	0	0	0	-0.621	-0.114	-1.198	-0.031	-0.177	0.067	0.023	0	0.009	0
1.99	1.35	1.573	-0.89	0.54	-0.195	0.145	-0.015	0.069	-0.006	0.041	0	0.021	0	0	0	0.645	0.268	0.164	-0.011	0.126	-0.056	0.005	0	-0.016	0	-2.304	1.211	0.085	0.136	0.127	-0.014	0.057	-0.004	0.026	0	0.014	0	0	0	0	0	0.559	-0.018	0.091	-0.028	0.041	0	0	0	0	0	-0.091	-0.088	0.066	-0.008	-0.04	-0.022	0.011	0	-0.015	0	0	0	-0.606	-0.108	-1.203	-0.035	-0.173	0.066	0.023	0	0.009	0
2	1.35	1.586	-0.854	0.537	-0.19	0.145	-0.015	0.071	-0.007	0.041	0	0.022	0	0	0	0.634	0.263	0.164	-0.011	0.123	-0.056	0.005	0	-0.016	0	-2.376	1.126	0.083	0.129	0.127	-0.015	0.056	-0.004	0.027	0	0.014	0	0	0	0	0	0.557	-0.019	0.092	-0.027	0.042	0	0	0	0	0	-0.087	-0.086	0.063	-0.008	-0.04	-0.019	0.01	0	-0.016	0	0	0	-0.593	-0.105	-1.208	-0.04	-0.169	0.063	0.024	0	0.009	0
1.08	1.4	0.741	-0.022	0.213	0	0	0	0	0	0	0	0	0	0	0	1.155	0	0.009	0	-0.001	0	0	0	0	0	2.353	0.076	0.185	0	-0.001	0	0	0	0	0	0	0	0	0	0	0	0.031	0	-0.002	0	0	0	0	0	0	0	-0.825	-0.001	0.021	0	-0.002	0	0	0	0	0	0	0	-1.644	0	0	0	0	0	0	0	0	0
