W,Q2,Sigma_t,Sigma_l
1.89,2.6,1.26117,0.153163
1.9,2.6,1.28395,0.151708
1.91,2.6,1.32379,0.146314
1.92,2.6,1.37369,0.142181
1.93,2.6,1.42711,0.139818
1.94,2.6,1.4932,0.136542
1.95,2.6,1.54651,0.134361
1.96,2.6,1.59751,0.134455
1.97,2.6,1.63624,0.13533
1.98,2.6,1.67058,0.133091
1.99,2.6,1.69381,0.131291
2,2.6,1.7087,0.132371
1.08,2.65,0.828765,0.0701135
1.09,2.65,1.49343,0.134828
1.1,2.65,2.12241,0.19483
1.11,2.65,2.79131,0.255632
1.12,2.65,3.55237,0.314599
1.13,2.65,4.44599,0.378322
1.14,2.65,5.56433,0.451948
1.15,2.65,6.98375,0.531529
1.16,2.65,8.79371,0.621223
1.17,2.65,11.057,0.721602
1.18,2.65,13.7358,0.826733
1.19,2.65,16.5024,0.915954
1.2,2.65,18.6699,0.978915
1.21,2.65,19.5381,0.996663
1.22,2.65,18.8907,0.97372
1.23,2.65,17.1524,0.929348
1.24,2.65,15.0698,0.879902
1.25,2.65,13.0865,0.839574
1.26,2.65,11.4042,0.817669
1.27,2.65,10.0795,0.8044
1.28,2.65,9.0307,0.800311
1.29,2.65,8.22461,0.799374
1.3,2.65,7.60867,0.808299
1.31,2.65,7.11202,0.818579
1.32,2.65,6.71875,0.828419
1.33,2.65,6.37361,0.839909
1.34,2.65,6.0729,0.851553
1.35,2.65,5.77077,0.855194
1.36,2.65,5.46094,0.856931
1.37,2.65,5.14388,0.853912
1.38,2.65,4.83338,0.849296
1.39,2.65,4.53469,0.842943
1.4,2.65,4.27768,0.840217
1.41,2.65,4.06298,0.841914
1.42,2.65,3.91349,0.84724
1.43,2.65,3.83801,0.862625
1.44,2.65,3.85758,0.888638
1.45,2.65,3.98274,0.926201
1.46,2.65,4.25234,0.981428
1.47,2.65,4.70542,1.05279
1.48,2.65,5.41467,1.15543
1.49,2.65,5.83461,1.16367
1.5,2.65,5.96335,1.05321
1.51,2.65,6.02214,0.926922
1.52,2.65,5.78609,0.761671
1.53,2.65,5.23368,0.58256
1.54,2.65,4.50887,0.422648
1.55,2.65,3.76595,0.303741
1.56,2.65,3.1326,0.227087
1.57,2.65,2.63884,0.180851
1.58,2.65,2.29747,0.153407
1.59,2.65,2.06119,0.133542
1.6,2.65,1.93741,0.12216
1.61,2.65,1.90434,0.118787
1.62,2.65,1.96214,0.125822
1.63,2.65,2.10167,0.146842
1.64,2.65,2.32795,0.171348
1.65,2.65,2.62349,0.200382
1.66,2.65,2.97335,0.224582
1.67,2.65,3.32982,0.241753
1.68,2.65,3.63111,0.252441
1.69,2.65,3.78615,0.244104
1.7,2.65,3.76225,0.234089
1.71,2.65,3.57259,0.219356
1.72,2.65,3.27352,0.212163
1.73,2.65,2.94614,0.204843
1.74,2.65,2.63883,0.198261
1.75,2.65,2.36773,0.191791
1.76,2.65,2.14555,0.190538
1.77,2.65,1.94633,0.186854
1.78,2.65,1.78435,0.182369
1.79,2.65,1.65394,0.178516
1.8,2.65,1.53822,0.17692
1.81,2.65,1.44392,0.173119
1.82,2.65,1.36562,0.168583
1.83,2.65,1.30001,0.16522
1.84,2.65,1.25649,0.161721
1.85,2.65,1.21622,0.161698
1.86,2.65,1.1902,0.155223
1.87,2.65,1.17196,0.151262
1.88,2.65,1.17,0.147892
1.89,2.65,1.18625,0.13982
1.9,2.65,1.20836,0.137847
1.91,2.65,1.24782,0.135394
1.92,2.65,1.30065,0.132145
1.93,2.65,1.34969,0.130532
1.94,2.65,1.40716,0.125746
1.95,2.65,1.46057,0.12362
1.96,2.65,1.51693,0.12381
1.97,2.65,1.55817,0.123498
1.98,2.65,1.58685,0.121131
1.99,2.65,1.60495,0.121616
2,2.65,1.61905,0.122127
1.08,2.7,0.796527,0.0651134
1.09,2.7,1.43491,0.125523
1.1,2.7,2.03584,0.182162
1.11,2.7,2.67397,0.238993
1.12,2.7,3.4052,0.295497
1.13,2.7,4.25041,0.356269
1.14,2.7,5.31142,0.423808
1.15,2.7,6.66059,0.498998
1.16,2.7,8.36752,0.5837
1.17,2.7,10.5204,0.677341
1.18,2.7,13.0465,0.779843
1.19,2.7,15.6712,0.868343
1.2,2.7,17.7274,0.926066
1.21,2.7,18.5362,0.940487
1.22,2.7,17.931,0.918097
1.23,2.7,16.3039,0.874936
1.24,2.7,14.3279,0.826633
1.25,2.7,12.4533,0.792566
1.26,2.7,10.8726,0.768753
1.27,2.7,9.62556,0.755521
1.28,2.7,8.64247,0.752057
1.29,2.7,7.87784,0.753592
1.3,2.7,7.28977,0.760974
1.31,2.7,6.84657,0.770314
1.32,2.7,6.46772,0.779218
1.33,2.7,6.15291,0.79224
1.34,2.7,5.86239,0.802429
1.35,2.7,5.57824,0.803822
1.36,2.7,5.2889,0.804766
1.37,2.7,4.98368,0.802304
1.38,2.7,4.68945,0.800665
1.39,2.7,4.40307,0.795336
1.4,2.7,4.14138,0.794629
1.41,2.7,3.9388,0.793219
1.42,2.7,3.7935,0.802031
1.43,2.7,3.7186,0.819743
1.44,2.7,3.72905,0.842281
1.45,2.7,3.84755,0.879022
1.46,2.7,4.10347,0.931686
1.47,2.7,4.53383,0.999735
1.48,2.7,5.20476,1.09784
1.49,2.7,5.60591,1.1058
1.5,2.7,5.72205,1.00315
1.51,2.7,5.7742,0.882692
1.52,2.7,5.54439,0.7261
1.53,2.7,5.00809,0.554835
1.54,2.7,4.30833,0.401098
1.55,2.7,3.59624,0.28864
1.56,2.7,2.98776,0.212994
1.57,2.7,2.51447,0.170271
1.58,2.7,2.18241,0.143109
1.59,2.7,1.96538,0.124246
1.6,2.7,1.83713,0.112646
1.61,2.7,1.81046,0.108446
1.62,2.7,1.86427,0.114769
1.63,2.7,1.99817,0.132157
1.64,2.7,2.21551,0.152496
1.65,2.7,2.50145,0.181015
1.66,2.7,2.8378,0.206453
1.67,2.7,3.18222,0.219049
1.68,2.7,3.47469,0.225213
1.69,2.7,3.63623,0.220333
1.7,2.7,3.60914,0.207883
1.71,2.7,3.41873,0.198474
1.72,2.7,3.13414,0.190892
1.73,2.7,2.82379,0.183549
1.74,2.7,2.52725,0.177276
1.75,2.7,2.26229,0.173458
1.76,2.7,2.0409,0.17311
1.77,2.7,1.85651,0.167255
1.78,2.7,1.70109,0.166637
1.79,2.7,1.57276,0.163575
1.8,2.7,1.45578,0.161626
1.81,2.7,1.36812,0.158378
1.82,2.7,1.28977,0.155446
1.83,2.7,1.22626,0.151029
1.84,2.7,1.1814,0.15085
1.85,2.7,1.14695,0.146817
1.86,2.7,1.11731,0.141352
1.87,2.7,1.10212,0.138605
1.88,2.7,1.10531,0.136088
1.89,2.7,1.11455,0.131043
1.9,2.7,1.14137,0.131759
1.91,2.7,1.17402,0.123896
1.92,2.7,1.21887,0.120049
1.93,2.7,1.27282,0.118039
1.94,2.7,1.33106,0.114646
1.95,2.7,1.38568,0.114181
1.96,2.7,1.4361,0.114053
1.97,2.7,1.47229,0.114255
1.98,2.7,1.50756,0.110772
1.99,2.7,1.5279,0.114068
2,2.7,1.53917,0.111012
1.08,2.75,0.767096,0.060503
1.09,2.75,1.37845,0.117419
1.1,2.75,1.95131,0.170711
1.11,2.75,2.56298,0.225147
1.12,2.75,3.25828,0.27861
1.13,2.75,4.06178,0.334163
1.14,2.75,5.06808,0.398683
1.15,2.75,6.34891,0.470067
1.16,2.75,7.97258,0.549557
1.17,2.75,10.0043,0.639199
1.18,2.75,12.3951,0.736979
1.19,2.75,14.8826,0.816587
1.2,2.75,16.8341,0.874157
1.21,2.75,17.6062,0.886718
1.22,2.75,17.0359,0.862911
1.23,2.75,15.5017,0.823999
1.24,2.75,13.63,0.783017
1.25,2.75,11.8646,0.747063
1.26,2.75,10.3744,0.728099
1.27,2.75,9.18885,0.714691
1.28,2.75,8.27107,0.710156
1.29,2.75,7.56257,0.707801
1.3,2.75,7.00177,0.713776
1.31,2.75,6.58639,0.7279
1.32,2.75,6.23506,0.735201
1.33,2.75,5.93472,0.746035
1.34,2.75,5.66182,0.757409
1.35,2.75,5.39344,0.759178
1.36,2.75,5.11337,0.758684
1.37,2.75,4.82884,0.757733
1.38,2.75,4.54323,0.753993
1.39,2.75,4.26868,0.750416
1.4,2.75,4.02111,0.750299
1.41,2.75,3.8194,0.75322
1.42,2.75,3.67322,0.760867
1.43,2.75,3.59986,0.774172
1.44,2.75,3.60611,0.801257
1.45,2.75,3.71398,0.835028
1.46,2.75,3.95733,0.884566
1.47,2.75,4.36756,0.952047
1.48,2.75,5.00504,1.04572
1.49,2.75,5.38345,1.05294
1.5,2.75,5.48968,0.953708
1.51,2.75,5.52927,0.83805
1.52,2.75,5.30747,0.684807
1.53,2.75,4.79214,0.522941
1.54,2.75,4.1139,0.379079
1.55,2.75,3.42881,0.270598
1.56,2.75,2.84225,0.201412
1.57,2.75,2.39664,0.159968
1.58,2.75,2.07335,0.133176
1.59,2.75,1.86564,0.115497
1.6,2.75,1.75245,0.102553
1.61,2.75,1.72045,0.0974938
1.62,2.75,1.77588,0.103844
1.63,2.75,1.90089,0.118954
1.64,2.75,2.1099,0.137798
1.65,2.75,2.38777,0.162225
1.66,2.75,2.71465,0.18219
1.67,2.75,3.04666,0.197579
1.68,2.75,3.32449,0.202181
1.69,2.75,3.48165,0.197382
1.7,2.75,3.46136,0.18964
1.71,2.75,3.27614,0.178684
1.72,2.75,3.00155,0.171528
1.73,2.75,2.6979,0.166935
1.74,2.75,2.41449,0.162577
1.75,2.75,2.1605,0.157367
1.76,2.75,1.94667,0.152723
1.77,2.75,1.76852,0.155049
1.78,2.75,1.61587,0.152264
1.79,2.75,1.49132,0.150734
1.8,2.75,1.38335,0.146911
1.81,2.75,1.28959,0.14523
1.82,2.75,1.22047,0.141065
1.83,2.75,1.1601,0.138776
1.84,2.75,1.10874,0.13922
1.85,2.75,1.07397,0.133898
1.86,2.75,1.05183,0.132496
1.87,2.75,1.04243,0.129732
1.88,2.75,1.04117,0.124769
1.89,2.75,1.05486,0.120548
1.9,2.75,1.07694,0.120121
1.91,2.75,1.11132,0.113186
1.92,2.75,1.15457,0.111891
1.93,2.75,1.20863,0.108717
1.94,2.75,1.2584,0.106983
1.95,2.75,1.30978,0.104574
1.96,2.75,1.36275,0.104896
1.97,2.75,1.3968,0.104291
1.98,2.75,1.43171,0.104726
1.99,2.75,1.45069,0.102661
2,2.75,1.46233,0.10532
1.08,2.8,0.738611,0.0564936
1.09,2.8,1.32457,0.10965
1.1,2.8,1.87466,0.159945
1.11,2.8,2.4568,0.211201
1.12,2.8,3.118,0.262183
1.13,2.8,3.88542,0.314696
1.14,2.8,4.84069,0.374361
1.15,2.8,6.05942,0.442759
1.16,2.8,7.60181,0.518596
1.17,2.8,9.52279,0.60511
1.18,2.8,11.7926,0.694135
1.19,2.8,14.142,0.769614
1.2,2.8,15.9973,0.82455
1.21,2.8,16.7198,0.838353
1.22,2.8,16.1843,0.813427
1.23,2.8,14.7455,0.777305
1.24,2.8,12.9743,0.740697
1.25,2.8,11.3051,0.705307
1.26,2.8,9.8939,0.687836
1.27,2.8,8.78034,0.67293
1.28,2.8,7.91466,0.671317
1.29,2.8,7.24875,0.667658
1.3,2.8,6.72683,0.674641
1.31,2.8,6.33124,0.683688
1.32,2.8,6.0037,0.696409
1.33,2.8,5.72752,0.701981
1.34,2.8,5.46617,0.71195
1.35,2.8,5.21034,0.71833
1.36,2.8,4.95069,0.717576
1.37,2.8,4.67489,0.716307
1.38,2.8,4.40194,0.711545
1.39,2.8,4.13727,0.70975
1.4,2.8,3.89975,0.709313
1.41,2.8,3.70048,0.712639
1.42,2.8,3.55585,0.722632
1.43,2.8,3.48226,0.73532
1.44,2.8,3.4905,0.760014
1.45,2.8,3.58971,0.791467
1.46,2.8,3.81472,0.842181
1.47,2.8,4.20712,0.905926
1.48,2.8,4.81367,0.996328
1.49,2.8,5.17635,1.00158
1.5,2.8,5.26311,0.908624
1.51,2.8,5.29993,0.797827
1.52,2.8,5.08018,0.65296
1.53,2.8,4.58402,0.497999
1.54,2.8,3.92847,0.35962
1.55,2.8,3.27383,0.258043
1.56,2.8,2.71383,0.190404
1.57,2.8,2.27964,0.151041
1.58,2.8,1.97299,0.123163
1.59,2.8,1.77564,0.1056
1.6,2.8,1.66961,0.0945301
1.61,2.8,1.63691,0.0886575
1.62,2.8,1.68598,0.0943459
1.63,2.8,1.80835,0.10562
1.64,2.8,2.00816,0.124336
1.65,2.8,2.27386,0.145897
1.66,2.8,2.59085,0.165463
1.67,2.8,2.91182,0.179319
1.68,2.8,3.18371,0.181083
1.69,2.8,3.34319,0.180213
1.7,2.8,3.3228,0.167947
1.71,2.8,3.14424,0.162398
1.72,2.8,2.87487,0.152337
1.73,2.8,2.58448,0.148946
1.74,2.8,2.30871,0.145632
1.75,2.8,2.06667,0.143273
1.76,2.8,1.85394,0.139739
1.77,2.8,1.68267,0.141065
1.78,2.8,1.53684,0.135918
1.79,2.8,1.41457,0.137078
1.8,2.8,1.31172,0.135338
1.81,2.8,1.22697,0.132022
1.82,2.8,1.1535,0.131527
1.83,2.8,1.09758,0.127773
1.84,2.8,1.05352,0.127211
1.85,2.8,1.01423,0.121157
1.86,2.8,0.989584,0.12035
1.87,2.8,0.975302,0.118271
1.88,2.8,0.978224,0.110767
1.89,2.8,0.989131,0.113196
1.9,2.8,1.01405,0.108722
1.91,2.8,1.05015,0.104833
1.92,2.8,1.09033,0.102583
1.93,2.8,1.14075,0.100657
1.94,2.8,1.19114,0.0991923
1.95,2.8,1.2386,0.0973808
1.96,2.8,1.2856,0.0983021
1.97,2.8,1.3254,0.0966528
1.98,2.8,1.35966,0.0974199
1.99,2.8,1.37921,0.099579
2,2.8,1.39096,0.0950811
1.08,2.85,0.711209,0.0525173
1.09,2.85,1.27292,0.102358
1.1,2.85,1.80229,0.15022
1.11,2.85,2.3543,0.198147
1.12,2.85,2.98958,0.246986
1.13,2.85,3.71803,0.297028
1.14,2.85,4.62639,0.353909
1.15,2.85,5.7853,0.416531
1.16,2.85,7.24062,0.489635
1.17,2.85,9.06734,0.569834
1.18,2.85,11.2284,0.654577
1.19,2.85,13.4448,0.727987
1.2,2.85,15.2086,0.775531
1.21,2.85,15.898,0.790815
1.22,2.85,15.3965,0.770279
1.23,2.85,14.0279,0.731664
1.24,2.85,12.3459,0.694802
1.25,2.85,10.7749,0.665657
1.26,2.85,9.44663,0.644944
1.27,2.85,8.39114,0.634015
1.28,2.85,7.57419,0.632418
1.29,2.85,6.94699,0.62904
1.3,2.85,6.46754,0.63542
1.31,2.85,6.09155,0.644982
1.32,2.85,5.78723,0.653596
1.33,2.85,5.52173,0.660187
1.34,2.85,5.27966,0.672576
1.35,2.85,5.03551,0.677541
1.36,2.85,4.78586,0.67769
1.37,2.85,4.52642,0.675483
1.38,2.85,4.26123,0.673629
1.39,2.85,4.00354,0.672599
1.4,2.85,3.77407,0.669222
1.41,2.85,3.57977,0.672806
1.42,2.85,3.43945,0.682657
1.43,2.85,3.36888,0.696727
1.44,2.85,3.37204,0.722459
1.45,2.85,3.46993,0.755819
1.46,2.85,3.67928,0.797348
1.47,2.85,4.05126,0.863422
1.48,2.85,4.63056,0.948746
1.49,2.85,4.97464,0.954324
1.5,2.85,5.04925,0.867018
1.51,2.85,5.07879,0.759724
1.52,2.85,4.85952,0.622643
1.53,2.85,4.37761,0.470782
1.54,2.85,3.75475,0.341915
1.55,2.85,3.12318,0.244602
1.56,2.85,2.58396,0.181132
1.57,2.85,2.17294,0.141466
1.58,2.85,1.87878,0.116332
1.59,2.85,1.68672,0.0981523
1.6,2.85,1.58816,0.0871811
1.61,2.85,1.55968,0.082362
1.62,2.85,1.60385,0.0864354
1.63,2.85,1.72123,0.0967665
1.64,2.85,1.91747,0.112564
1.65,2.85,2.16818,0.13093
1.66,2.85,2.47798,0.148968
1.67,2.85,2.78974,0.159327
1.68,2.85,3.04981,0.163577
1.69,2.85,3.20717,0.161792
1.7,2.85,3.1868,0.152601
1.71,2.85,3.01441,0.145182
1.72,2.85,2.75488,0.139271
1.73,2.85,2.47158,0.135514
1.74,2.85,2.20945,0.132671
1.75,2.85,1.9787,0.129812
1.76,2.85,1.77171,0.127902
1.77,2.85,1.60531,0.129853
1.78,2.85,1.46706,0.124796
1.79,2.85,1.34081,0.125701
1.8,2.85,1.24353,0.121662
1.81,2.85,1.16067,0.122852
1.82,2.85,1.09442,0.120292
1.83,2.85,1.03671,0.118438
1.84,2.85,0.986968,0.116524
1.85,2.85,0.953706,0.111863
1.86,2.85,0.934702,0.112189
1.87,2.85,0.916768,0.108443
1.88,2.85,0.91943,0.105697
1.89,2.85,0.930826,0.103016
1.9,2.85,0.952828,0.101517
1.91,2.85,0.989944,0.0989505
1.92,2.85,1.03158,0.0941875
1.93,2.85,1.08331,0.0947361
1.94,2.85,1.12914,0.0900493
1.95,2.85,1.18249,0.0925314
1.96,2.85,1.22792,0.0877317
1.97,2.85,1.26119,0.088386
1.98,2.85,1.28762,0.0897597
1.99,2.85,1.31007,0.0897447
2,2.85,1.31978,0.0904727
1.08,2.9,0.684826,0.0489483
1.09,2.9,1.22583,0.0956199
1.1,2.9,1.73135,0.140833
1.11,2.9,2.26047,0.185808
1.12,2.9,2.86131,0.231467
1.13,2.9,3.56329,0.279632
1.14,2.9,4.43036,0.333117
1.15,2.9,5.51576,0.392554
1.16,2.9,6.90992,0.461697
1.17,2.9,8.62238,0.539427
1.18,2.9,10.6901,0.618582
1.19,2.9,12.7839,0.686693
1.2,2.9,14.4608,0.736254
1.21,2.9,15.1147,0.744641
1.22,2.9,14.6251,0.727262
1.23,2.9,13.35,0.691791
1.24,2.9,11.7657,0.655435
1.25,2.9,10.2768,0.626994
1.26,2.9,9.0232,0.610475
1.27,2.9,8.01509,0.599494
1.28,2.9,7.25502,0.596544
1.29,2.9,6.66829,0.596379
1.3,2.9,6.21048,0.599522
1.31,2.9,5.85716,0.609451
1.32,2.9,5.57352,0.616531
1.33,2.9,5.32716,0.623433
1.34,2.9,5.09527,0.632249
1.35,2.9,4.86682,0.640256
1.36,2.9,4.62654,0.640464
1.37,2.9,4.37562,0.637231
1.38,2.9,4.12521,0.636208
1.39,2.9,3.88189,0.6366
1.4,2.9,3.65347,0.637473
1.41,2.9,3.46848,0.638954
1.42,2.9,3.33063,0.646619
1.43,2.9,3.25773,0.659977
1.44,2.9,3.25396,0.684059
1.45,2.9,3.34133,0.715785
1.46,2.9,3.54957,0.760703
1.47,2.9,3.90117,0.819102
1.48,2.9,4.45572,0.902362
1.49,2.9,4.77305,0.909965
1.5,2.9,4.84516,0.825292
1.51,2.9,4.86395,0.723644
1.52,2.9,4.65167,0.591912
1.53,2.9,4.18581,0.44882
1.54,2.9,3.5826,0.324762
1.55,2.9,2.97621,0.231671
1.56,2.9,2.46263,0.170105
1.57,2.9,2.0674,0.132958
1.58,2.9,1.78522,0.108256
1.59,2.9,1.60291,0.0911609
1.6,2.9,1.50786,0.0808103
1.61,2.9,1.48477,0.0753083
1.62,2.9,1.52873,0.078018
1.63,2.9,1.64232,0.0869146
1.64,2.9,1.82418,0.100984
1.65,2.9,2.07192,0.119009
1.66,2.9,2.36167,0.133419
1.67,2.9,2.66698,0.145806
1.68,2.9,2.92757,0.149426
1.69,2.9,3.07102,0.143985
1.7,2.9,3.0521,0.139159
1.71,2.9,2.88863,0.130673
1.72,2.9,2.64724,0.124999
1.73,2.9,2.3711,0.121518
1.74,2.9,2.1157,0.119387
1.75,2.9,1.89356,0.118225
1.76,2.9,1.69557,0.117411
1.77,2.9,1.53324,0.115398
1.78,2.9,1.39585,0.116127
1.79,2.9,1.28399,0.116054
1.8,2.9,1.18794,0.113189
1.81,2.9,1.10656,0.112554
1.82,2.9,1.03707,0.110821
1.83,2.9,0.985938,0.109901
1.84,2.9,0.939521,0.106103
1.85,2.9,0.902119,0.107632
1.86,2.9,0.881941,0.101286
1.87,2.9,0.871844,0.100655
1.88,2.9,0.868049,0.0976768
1.89,2.9,0.877804,0.0935243
1.9,2.9,0.900352,0.0942301
1.91,2.9,0.932632,0.0897324
1.92,2.9,0.972629,0.0882991
1.93,2.9,1.01917,0.0857972
1.94,2.9,1.07322,0.0847001
1.95,2.9,1.12449,0.0831828
1.96,2.9,1.16604,0.0827129
1.97,2.9,1.19924,0.0814442
1.98,2.9,1.22786,0.0815755
1.99,2.9,1.24111,0.0851637
2,2.9,1.25288,0.0845469
1.08,2.95,0.659357,0.0455649
1.09,2.95,1.17703,0.0895056
1.1,2.95,1.66375,0.131886
1.11,2.95,2.17332,0.174776
1.12,2.95,2.74455,0.219691
1.13,2.95,3.41245,0.264005
1.14,2.95,4.22911,0.314856
1.15,2.95,5.27096,0.371841
1.16,2.95,6.59232,0.437036
1.17,2.95,8.22325,0.508926
1.18,2.95,10.17,0.585637
1.19,2.95,12.1738,0.64834
1.2,2.95,13.7558,0.691726
1.21,2.95,14.391,0.704499
1.22,2.95,13.9041,0.686341
1.23,2.95,12.7104,0.654032
1.24,2.95,11.2128,0.620412
1.25,2.95,9.79962,0.592208
1.26,2.95,8.6127,0.575314
1.27,2.95,7.66988,0.565765
1.28,2.95,6.94634,0.561442
1.29,2.95,6.39345,0.562232
1.3,2.95,5.96653,0.566554
1.31,2.95,5.64386,0.575623
1.32,2.95,5.36685,0.584268
1.33,2.95,5.14126,0.590071
1.34,2.95,4.92029,0.597208
1.35,2.95,4.69928,0.601438
1.36,2.95,4.47245,0.604957
1.37,2.95,4.23141,0.604843
1.38,2.95,3.9872,0.601202
1.39,2.95,3.74871,0.60168
1.4,2.95,3.53309,0.601453
1.41,2.95,3.35586,0.606922
1.42,2.95,3.22297,0.616534
1.43,2.95,3.14584,0.627912
1.44,2.95,3.14312,0.647888
1.45,2.95,3.22905,0.678039
1.46,2.95,3.42307,0.722287
1.47,2.95,3.75539,0.77877
1.48,2.95,4.28334,0.858055
1.49,2.95,4.58431,0.864935
1.5,2.95,4.64861,0.785952
1.51,2.95,4.65736,0.691208
1.52,2.95,4.45094,0.564324
1.53,2.95,4.00502,0.428368
1.54,2.95,3.42551,0.306382
1.55,2.95,2.83943,0.218829
1.56,2.95,2.34617,0.16084
1.57,2.95,1.96723,0.124105
1.58,2.95,1.70161,0.102664
1.59,2.95,1.52586,0.0847236
1.6,2.95,1.43293,0.0733835
1.61,2.95,1.4101,0.0699112
1.62,2.95,1.45654,0.0711582
1.63,2.95,1.56761,0.0799504
1.64,2.95,1.73724,0.0922573
1.65,2.95,1.97523,0.107423
1.66,2.95,2.26092,0.12359
1.67,2.95,2.55214,0.134367
1.68,2.95,2.8018,0.13527
1.69,2.95,2.9424,0.13195
1.7,2.95,2.92799,0.125065
1.71,2.95,2.77173,0.118777
1.72,2.95,2.53748,0.11377
1.73,2.95,2.27245,0.109985
1.74,2.95,2.02351,0.110127
1.75,2.95,1.80845,0.108609
1.76,2.95,1.61906,0.106594
1.77,2.95,1.4647,0.105472
1.78,2.95,1.33037,0.10493
1.79,2.95,1.22085,0.105737
1.8,2.95,1.12863,0.103795
1.81,2.95,1.04943,0.103768
1.82,2.95,0.985616,0.101099
1.83,2.95,0.932142,0.100565
1.84,2.95,0.889829,0.0990724
1.85,2.95,0.857781,0.0977153
1.86,2.95,0.834436,0.093323
1.87,2.95,0.81805,0.0935204
1.88,2.95,0.823039,0.0900777
1.89,2.95,0.831358,0.0883161
1.9,2.95,0.84966,0.0845769
1.91,2.95,0.884149,0.0853252
1.92,2.95,0.920437,0.082248
1.93,2.95,0.966513,0.0797238
1.94,2.95,1.0135,0.0775194
1.95,2.95,1.05676,0.0790848
1.96,2.95,1.10422,0.0775549
1.97,2.95,1.14232,0.077285
1.98,2.95,1.16604,0.077858
1.99,2.95,1.18638,0.075157
2,2.95,1.19655,0.0780338
1.08,3,0.636041,0.0425259
1.09,3,1.13323,0.0834214
1.1,3,1.59838,0.124393
1.11,3,2.08584,0.164423
1.12,3,2.63298,0.206571
1.13,3,3.2676,0.248446
1.14,3,4.04634,0.297098
1.15,3,5.0375,0.350171
1.16,3,6.28965,0.413744
1.17,3,7.83889,0.482939
1.18,3,9.69275,0.554655
1.19,3,11.5792,0.615279
1.2,3,13.0896,0.655319
1.21,3,13.6904,0.66408
1.22,3,13.2389,0.647893
1.23,3,12.1079,0.617686
1.24,3,10.693,0.586492
1.25,3,9.35051,0.559741
1.26,3,8.23231,0.54499
1.27,3,7.33157,0.536357
1.28,3,6.65456,0.530025
1.29,3,6.13348,0.533056
1.3,3,5.72848,0.535789
1.31,3,5.41961,0.542379
1.32,3,5.16566,0.551771
1.33,3,4.94966,0.557008
1.34,3,4.7486,0.564207
1.35,3,4.54429,0.568485
1.36,3,4.32051,0.570846
1.37,3,4.08913,0.569415
1.38,3,3.85561,0.571777
1.39,3,3.62863,0.570819
1.4,3,3.42042,0.571784
1.41,3,3.24509,0.574355
1.42,3,3.11483,0.582782
1.43,3,3.04299,0.59856
1.44,3,3.03378,0.619534
1.45,3,3.10911,0.645562
1.46,3,3.29808,0.685491
1.47,3,3.61392,0.741198
1.48,3,4.12182,0.817472
1.49,3,4.40485,0.822615
1.5,3,4.45855,0.746318
1.51,3,4.4659,0.654945
1.52,3,4.26143,0.534913
1.53,3,3.8288,0.404753
1.54,3,3.26861,0.290076
1.55,3,2.70858,0.205886
1.56,3,2.23149,0.151041
1.57,3,1.87545,0.117474
1.58,3,1.61694,0.0961957
1.59,3,1.44915,0.0803161
1.6,3,1.36276,0.0672165
1.61,3,1.343,0.0621043
1.62,3,1.38538,0.0645216
1.63,3,1.4911,0.0726077
1.64,3,1.66479,0.0849012
1.65,3,1.88774,0.0985622
1.66,3,2.15974,0.113004
1.67,3,2.44201,0.121783
1.68,3,2.68703,0.121416
1.69,3,2.82134,0.116103
1.7,3,2.80681,0.113347
1.71,3,2.65812,0.107619
1.72,3,2.42924,0.10341
1.73,3,2.16963,0.0992543
1.74,3,1.93328,0.0989617
1.75,3,1.72488,0.0981816
1.76,3,1.54575,0.0982674
1.77,3,1.39441,0.0966171
1.78,3,1.26712,0.0957501
1.79,3,1.1622,0.0973913
1.8,3,1.0696,0.0965386
1.81,3,0.993575,0.0951436
1.82,3,0.933027,0.0946882
1.83,3,0.88087,0.0921973
1.84,3,0.842191,0.0916206
1.85,3,0.810558,0.089809
1.86,3,0.785742,0.0885394
1.87,3,0.775611,0.0845685
1.88,3,0.771294,0.0852567
1.89,3,0.78429,0.0830194
1.9,3,0.803062,0.079398
1.91,3,0.83473,0.0772127
1.92,3,0.872262,0.0748613
1.93,3,0.916533,0.0752781
1.94,3,0.96382,0.0737709
1.95,3,1.00377,0.0702859
1.96,3,1.04684,0.0719508
1.97,3,1.08122,0.0727333
1.98,3,1.10966,0.0711658
1.99,3,1.12954,0.0722165
2,3,1.13882,0.0718089
1.08,3.05,0.613348,0.0398638
1.09,3.05,1.09112,0.078172
1.1,3.05,1.5379,0.116513
1.11,3.05,2.00064,0.15428
1.12,3.05,2.52653,0.195535
1.13,3.05,3.13147,0.235282
1.14,3.05,3.87093,0.281373
1.15,3.05,4.81361,0.330438
1.16,3.05,6.00643,0.392498
1.17,3.05,7.48889,0.456014
1.18,3.05,9.23226,0.523282
1.19,3.05,11.0319,0.58276
1.2,3.05,12.4499,0.62117
1.21,3.05,13.0298,0.629529
1.22,3.05,12.6104,0.613792
1.23,3.05,11.5297,0.585204
1.24,3.05,10.1919,0.554031
1.25,3.05,8.92191,0.528102
1.26,3.05,7.86448,0.512471
1.27,3.05,7.02062,0.504296
1.28,3.05,6.37064,0.499333
1.29,3.05,5.87761,0.503151
1.3,3.05,5.50181,0.507332
1.31,3.05,5.21039,0.514043
1.32,3.05,4.9799,0.522301
1.33,3.05,4.7714,0.528603
