W,Q2,Sigma_t,Sigma_l
1.49,1.2,16.3886,4.62632
1.5,1.2,17.3112,4.17685
1.51,1.2,17.9332,3.66898
1.52,1.2,17.643,3.07685
1.53,1.2,16.4078,2.49369
1.54,1.2,14.5603,2.00871
1.55,1.2,12.6146,1.68603
1.56,1.2,10.9038,1.52037
1.57,1.2,9.57041,1.48276
1.58,1.2,8.62809,1.51347
1.59,1.2,8.05713,1.60322
1.6,1.2,7.84039,1.74929
1.61,1.2,7.92353,1.97848
1.62,1.2,8.2579,2.29656
1.63,1.2,8.81559,2.69962
1.64,1.2,9.56388,3.17861
1.65,1.2,10.3983,3.66447
1.66,1.2,11.2133,4.06919
1.67,1.2,11.9134,4.3152
1.68,1.2,12.3641,4.38197
1.69,1.2,12.4862,4.27178
1.7,1.2,12.2534,4.07472
1.71,1.2,11.741,3.8277
1.72,1.2,11.0785,3.57929
1.73,1.2,10.3982,3.3534
1.74,1.2,9.77685,3.14634
1.75,1.2,9.23381,2.97723
1.76,1.2,8.7868,2.81957
1.77,1.2,8.39347,2.6716
1.78,1.2,8.08224,2.5461
1.79,1.2,7.80996,2.4288
1.8,1.2,7.57253,2.33563
1.81,1.2,7.38389,2.23518
1.82,1.2,7.24598,2.15085
1.83,1.2,7.13928,2.06183
1.84,1.2,7.04357,1.99583
1.85,1.2,6.97585,1.92284
1.86,1.2,6.92807,1.85472
1.87,1.2,6.90463,1.78866
1.88,1.2,6.90995,1.72674
1.89,1.2,6.92063,1.67377
1.9,1.2,6.9615,1.61521
1.91,1.2,6.99965,1.55435
1.92,1.2,7.06311,1.49996
1.93,1.2,7.142,1.45918
1.94,1.2,7.20731,1.40605
1.95,1.2,7.28725,1.35715
1.96,1.2,7.34543,1.33034
1.97,1.2,7.411,1.29481
1.98,1.2,7.47828,1.26251
1.99,1.2,7.54235,1.23557
2,1.2,7.60018,1.21198
1.08,1.25,2.68862,0.65545
1.09,1.25,5.24072,1.11742
1.1,1.25,7.96512,1.49858
1.11,1.25,11.0786,1.86253
1.12,1.25,14.8199,2.2165
1.13,1.25,19.5046,2.59114
1.14,1.25,25.466,3.00092
1.15,1.25,33.2264,3.4649
1.16,1.25,43.3382,3.99386
1.17,1.25,56.1179,4.57513
1.18,1.25,71.3398,5.20195
1.19,1.25,86.9397,5.76525
1.2,1.25,99.2234,6.14853
1.21,1.25,103.734,6.23966
1.22,1.25,99.3342,6.08329
1.23,1.25,88.6906,5.77631
1.24,1.25,75.8833,5.49214
1.25,1.25,63.6854,5.24174
1.26,1.25,53.2661,5.07729
1.27,1.25,44.7946,4.98768
1.28,1.25,38.0268,4.95614
1.29,1.25,32.631,4.96345
1.3,1.25,28.3113,5.01104
1.31,1.25,24.8179,5.07737
1.32,1.25,21.9456,5.14252
1.33,1.25,19.5735,5.19657
1.34,1.25,17.541,5.21899
1.35,1.25,15.7974,5.20418
1.36,1.25,14.2703,5.15091
1.37,1.25,12.9644,5.0556
1.38,1.25,11.8411,4.92205
1.39,1.25,10.9117,4.77065
1.4,1.25,10.1651,4.61786
1.41,1.25,9.64305,4.47797
1.42,1.25,9.32743,4.34557
1.43,1.25,9.26012,4.25362
1.44,1.25,9.4488,4.19046
1.45,1.25,9.97322,4.19037
1.46,1.25,10.8808,4.22996
1.47,1.25,12.2994,4.32975
1.48,1.25,14.3435,4.50515
1.49,1.25,15.8578,4.39699
1.5,1.25,16.7451,3.96398
1.51,1.25,17.3391,3.48397
1.52,1.25,17.0554,2.91832
1.53,1.25,15.8383,2.35455
1.54,1.25,14.0559,1.88081
1.55,1.25,12.1571,1.57465
1.56,1.25,10.495,1.41007
1.57,1.25,9.19141,1.35588
1.58,1.25,8.27082,1.39179
1.59,1.25,7.71768,1.47061
1.6,1.25,7.49129,1.60696
1.61,1.25,7.55264,1.79729
1.62,1.25,7.85725,2.0973
1.63,1.25,8.39489,2.46908
1.64,1.25,9.09563,2.89653
1.65,1.25,9.90283,3.34351
1.66,1.25,10.7041,3.72886
1.67,1.25,11.3845,3.95377
1.68,1.25,11.8307,4.02837
1.69,1.25,11.9748,3.93341
1.7,1.25,11.7499,3.75008
1.71,1.25,11.2581,3.52484
1.72,1.25,10.6106,3.29576
1.73,1.25,9.95568,3.08943
1.74,1.25,9.34671,2.89101
1.75,1.25,8.81896,2.74075
1.76,1.25,8.35886,2.58326
1.77,1.25,7.97615,2.47
1.78,1.25,7.67206,2.35231
1.79,1.25,7.41302,2.24768
1.8,1.25,7.17622,2.1419
1.81,1.25,7.0009,2.06243
1.82,1.25,6.85819,1.9774
1.83,1.25,6.75545,1.89866
1.84,1.25,6.65589,1.83487
1.85,1.25,6.5898,1.77051
1.86,1.25,6.52903,1.71643
1.87,1.25,6.5234,1.65132
1.88,1.25,6.50695,1.59157
1.89,1.25,6.54614,1.54782
1.9,1.25,6.57324,1.48511
1.91,1.25,6.63601,1.45266
1.92,1.25,6.69169,1.38209
1.93,1.25,6.7654,1.35089
1.94,1.25,6.83811,1.30655
1.95,1.25,6.91038,1.2761
1.96,1.25,6.9764,1.24306
1.97,1.25,7.04746,1.20394
1.98,1.25,7.11586,1.16842
1.99,1.25,7.17033,1.14518
2,1.25,7.23266,1.1224
1.08,1.3,2.56333,0.597616
1.09,1.3,4.96664,1.02473
1.1,1.3,7.50695,1.37369
1.11,1.3,10.4182,1.71329
1.12,1.3,13.8924,2.0493
1.13,1.3,18.2369,2.38997
1.14,1.3,23.7737,2.77294
1.15,1.3,30.9614,3.20545
1.16,1.3,40.3593,3.69113
1.17,1.3,52.198,4.23776
1.18,1.3,66.2762,4.81512
1.19,1.3,80.7603,5.34696
1.2,1.3,92.1306,5.6886
1.21,1.3,96.319,5.78034
1.22,1.3,92.2668,5.64216
1.23,1.3,82.4353,5.37156
1.24,1.3,70.5921,5.08741
1.25,1.3,59.3096,4.86303
1.26,1.3,49.679,4.71851
1.27,1.3,41.8354,4.63193
1.28,1.3,35.5762,4.60388
1.29,1.3,30.6039,4.61654
1.3,1.3,26.5987,4.65994
1.31,1.3,23.3753,4.7204
1.32,1.3,20.7361,4.79186
1.33,1.3,18.5317,4.84639
1.34,1.3,16.6489,4.86212
1.35,1.3,15.0312,4.8593
1.36,1.3,13.6139,4.8036
1.37,1.3,12.3828,4.71053
1.38,1.3,11.3365,4.59414
1.39,1.3,10.4574,4.45692
1.4,1.3,9.76608,4.31954
1.41,1.3,9.26958,4.18786
1.42,1.3,8.97906,4.08088
1.43,1.3,8.91087,3.98823
1.44,1.3,9.10605,3.94363
1.45,1.3,9.60856,3.93976
1.46,1.3,10.4914,3.98931
1.47,1.3,11.8787,4.0995
1.48,1.3,13.8739,4.27929
1.49,1.3,15.3383,4.17931
1.5,1.3,16.1845,3.75918
1.51,1.3,16.7502,3.30614
1.52,1.3,16.4736,2.76651
1.53,1.3,15.2871,2.21376
1.54,1.3,13.5467,1.76727
1.55,1.3,11.7084,1.46153
1.56,1.3,10.0848,1.30474
1.57,1.3,8.82174,1.25401
1.58,1.3,7.92018,1.27359
1.59,1.3,7.37943,1.34646
1.6,1.3,7.15165,1.466
1.61,1.3,7.1922,1.64905
1.62,1.3,7.47799,1.90619
1.63,1.3,7.9856,2.25012
1.64,1.3,8.64618,2.65973
1.65,1.3,9.43027,3.0718
1.66,1.3,10.2149,3.40133
1.67,1.3,10.9003,3.63062
1.68,1.3,11.3428,3.68597
1.69,1.3,11.4879,3.60447
1.7,1.3,11.273,3.42978
1.71,1.3,10.784,3.21877
1.72,1.3,10.1766,3.02412
1.73,1.3,9.51927,2.82049
1.74,1.3,8.94701,2.65449
1.75,1.3,8.4072,2.51451
1.76,1.3,7.96115,2.38255
1.77,1.3,7.58006,2.25952
1.78,1.3,7.27279,2.16565
1.79,1.3,7.02297,2.08177
1.8,1.3,6.79842,1.98578
1.81,1.3,6.62025,1.90342
1.82,1.3,6.48111,1.825
1.83,1.3,6.36429,1.75762
1.84,1.3,6.28497,1.68435
1.85,1.3,6.21875,1.63431
1.86,1.3,6.17039,1.58334
1.87,1.3,6.15474,1.5265
1.88,1.3,6.15312,1.48398
1.89,1.3,6.16264,1.41886
1.9,1.3,6.2031,1.38481
1.91,1.3,6.25995,1.33949
1.92,1.3,6.32542,1.2868
1.93,1.3,6.40019,1.251
1.94,1.3,6.48769,1.20035
1.95,1.3,6.54528,1.1759
1.96,1.3,6.63061,1.14123
1.97,1.3,6.68812,1.11448
1.98,1.3,6.7568,1.09465
1.99,1.3,6.79704,1.06764
2,1.3,6.85369,1.04079
1.08,1.35,2.44532,0.545743
1.09,1.35,4.70789,0.938196
1.1,1.35,7.09256,1.26645
1.11,1.35,9.79454,1.57637
1.12,1.35,13.0365,1.88597
1.13,1.35,17.0723,2.20621
1.14,1.35,22.2197,2.56162
1.15,1.35,28.9246,2.96505
1.16,1.35,37.604,3.41837
1.17,1.35,48.6234,3.91973
1.18,1.35,61.644,4.4616
1.19,1.35,75.095,4.94634
1.2,1.35,85.6451,5.27252
1.21,1.35,89.552,5.36
1.22,1.35,85.8137,5.23176
1.23,1.35,76.7053,4.97782
1.24,1.35,65.752,4.72635
1.25,1.35,55.2927,4.51851
1.26,1.35,46.3878,4.3847
1.27,1.35,39.1245,4.30928
1.28,1.35,33.3172,4.28949
1.29,1.35,28.7198,4.30403
1.3,1.35,25.0336,4.3392
1.31,1.35,22.0492,4.3981
1.32,1.35,19.6102,4.44847
1.33,1.35,17.5733,4.50676
1.34,1.35,15.8329,4.53085
1.35,1.35,14.3276,4.52471
1.36,1.35,12.9993,4.4825
1.37,1.35,11.8501,4.39264
1.38,1.35,10.8597,4.28312
1.39,1.35,10.0388,4.15868
1.4,1.35,9.38096,4.04182
1.41,1.35,8.90894,3.91946
1.42,1.35,8.64186,3.8213
1.43,1.35,8.58707,3.74735
1.44,1.35,8.78129,3.71222
1.45,1.35,9.27099,3.7209
1.46,1.35,10.1348,3.77781
1.47,1.35,11.4691,3.87539
1.48,1.35,13.4162,4.0654
1.49,1.35,14.8365,3.97551
1.5,1.35,15.633,3.5865
1.51,1.35,16.1704,3.14242
1.52,1.35,15.8972,2.627
1.53,1.35,14.746,2.0894
1.54,1.35,13.0488,1.65837
1.55,1.35,11.2647,1.35588
1.56,1.35,9.69781,1.2035
1.57,1.35,8.46739,1.14334
1.58,1.35,7.58395,1.16328
1.59,1.35,7.05941,1.21799
1.6,1.35,6.82197,1.33492
1.61,1.35,6.84979,1.50802
1.62,1.35,7.12138,1.74523
1.63,1.35,7.5859,2.04499
1.64,1.35,8.22779,2.41669
1.65,1.35,8.98437,2.79284
1.66,1.35,9.74805,3.09915
1.67,1.35,10.3968,3.30134
1.68,1.35,10.881,3.37364
1.69,1.35,11.0165,3.29034
1.7,1.35,10.8311,3.13794
1.71,1.35,10.3405,2.93853
1.72,1.35,9.7297,2.75225
1.73,1.35,9.10344,2.59159
1.74,1.35,8.51901,2.43648
1.75,1.35,7.99086,2.30912
1.76,1.35,7.57303,2.18225
1.77,1.35,7.21032,2.0737
1.78,1.35,6.89415,1.98195
1.79,1.35,6.64437,1.90133
1.8,1.35,6.43118,1.82464
1.81,1.35,6.25476,1.75282
1.82,1.35,6.12073,1.68161
1.83,1.35,6.00194,1.63015
1.84,1.35,5.91041,1.55324
1.85,1.35,5.85546,1.50196
1.86,1.35,5.81574,1.44531
1.87,1.35,5.7919,1.3976
1.88,1.35,5.79503,1.3591
1.89,1.35,5.8193,1.31605
1.9,1.35,5.84579,1.27388
1.91,1.35,5.89421,1.23152
1.92,1.35,5.96706,1.19469
1.93,1.35,6.03365,1.15588
1.94,1.35,6.11516,1.12823
1.95,1.35,6.20517,1.08337
1.96,1.35,6.29062,1.0451
1.97,1.35,6.35207,1.03122
1.98,1.35,6.40946,1.00732
1.99,1.35,6.46782,0.984936
2,1.35,6.50987,0.965189
1.08,1.4,2.33143,0.498447
1.09,1.4,4.46837,0.859781
1.1,1.4,6.69866,1.16204
1.11,1.4,9.23774,1.45457
1.12,1.4,12.2575,1.74467
1.13,1.4,16.0201,2.04385
1.14,1.4,20.7948,2.37299
1.15,1.4,27.0213,2.75007
1.16,1.4,35.081,3.17488
1.17,1.4,45.3097,3.63437
1.18,1.4,57.4073,4.13836
1.19,1.4,69.8965,4.5905
1.2,1.4,79.707,4.90006
1.21,1.4,83.3508,4.97986
1.22,1.4,79.8964,4.85584
1.23,1.4,71.4638,4.62452
1.24,1.4,61.3014,4.39373
1.25,1.4,51.6169,4.19807
1.26,1.4,43.3536,4.07459
1.27,1.4,36.6267,4.01332
1.28,1.4,31.263,3.98965
1.29,1.4,27.0012,4.00215
1.3,1.4,23.5881,4.04221
1.31,1.4,20.8399,4.09626
1.32,1.4,18.5704,4.14469
1.33,1.4,16.6823,4.20145
1.34,1.4,15.0744,4.20972
1.35,1.4,13.6736,4.21249
1.36,1.4,12.4384,4.1713
1.37,1.4,11.3627,4.09929
1.38,1.4,10.4273,3.99769
1.39,1.4,9.64019,3.88474
1.4,1.4,9.02806,3.77147
1.41,1.4,8.58368,3.66097
1.42,1.4,8.31855,3.58145
1.43,1.4,8.27866,3.51406
1.44,1.4,8.46897,3.4945
1.45,1.4,8.94447,3.50097
1.46,1.4,9.77857,3.56411
1.47,1.4,11.091,3.67873
1.48,1.4,12.9584,3.8625
1.49,1.4,14.3355,3.78134
1.5,1.4,15.1093,3.40978
1.51,1.4,15.6094,2.99501
1.52,1.4,15.3307,2.49919
1.53,1.4,14.2068,1.98782
1.54,1.4,12.5756,1.56688
1.55,1.4,10.8386,1.2719
1.56,1.4,9.31127,1.11177
1.57,1.4,8.11957,1.05192
1.58,1.4,7.26435,1.0677
1.59,1.4,6.74092,1.11602
1.6,1.4,6.49764,1.208
1.61,1.4,6.5152,1.35945
1.62,1.4,6.76811,1.56982
1.63,1.4,7.20792,1.86405
1.64,1.4,7.83067,2.19477
1.65,1.4,8.55096,2.53502
1.66,1.4,9.28502,2.83076
1.67,1.4,9.94853,3.00466
1.68,1.4,10.4005,3.06255
1.69,1.4,10.5688,2.99693
1.7,1.4,10.3914,2.86525
1.71,1.4,9.9139,2.69753
1.72,1.4,9.32163,2.51454
1.73,1.4,8.68473,2.35448
1.74,1.4,8.11977,2.21902
1.75,1.4,7.62211,2.11217
1.76,1.4,7.19607,1.99395
1.77,1.4,6.8376,1.89257
1.78,1.4,6.53288,1.82603
1.79,1.4,6.27925,1.72959
1.8,1.4,6.07435,1.66585
1.81,1.4,5.91755,1.60952
1.82,1.4,5.75739,1.54368
1.83,1.4,5.65845,1.49132
1.84,1.4,5.57402,1.43681
1.85,1.4,5.51077,1.38174
1.86,1.4,5.47804,1.33056
1.87,1.4,5.45274,1.29473
1.88,1.4,5.4491,1.24958
1.89,1.4,5.47472,1.20747
1.9,1.4,5.51119,1.16689
1.91,1.4,5.55907,1.13117
1.92,1.4,5.63406,1.09665
1.93,1.4,5.71019,1.06508
1.94,1.4,5.798,1.03514
1.95,1.4,5.8842,1.011
1.96,1.4,5.94962,0.986914
1.97,1.4,6.02057,0.954161
1.98,1.4,6.06944,0.926176
1.99,1.4,6.12105,0.905345
2,1.4,6.16934,0.884989
1.08,1.45,2.22378,0.454846
1.09,1.45,4.24143,0.788736
1.1,1.45,6.33494,1.07239
1.11,1.45,8.70833,1.3422
1.12,1.45,11.5267,1.6071
1.13,1.45,15.0306,1.89279
1.14,1.45,19.4882,2.19844
1.15,1.45,25.2734,2.54451
1.16,1.45,32.7726,2.94224
1.17,1.45,42.2862,3.38275
1.18,1.45,53.5487,3.83715
1.19,1.45,65.1502,4.25705
1.2,1.45,74.2747,4.54543
1.21,1.45,77.6727,4.6197
1.22,1.45,74.4534,4.50193
1.23,1.45,66.6437,4.29266
1.24,1.45,57.2267,4.0859
1.25,1.45,48.2413,3.90862
1.26,1.45,40.5826,3.78859
1.27,1.45,34.3324,3.7346
1.28,1.45,29.3592,3.70719
1.29,1.45,25.4222,3.72147
1.3,1.45,22.2601,3.76592
1.31,1.45,19.7183,3.81297
1.32,1.45,17.6171,3.85381
1.33,1.45,15.8756,3.90832
1.34,1.45,14.3686,3.93329
1.35,1.45,13.069,3.92839
1.36,1.45,11.9169,3.88687
1.37,1.45,10.9046,3.82007
1.38,1.45,10.0278,3.73336
1.39,1.45,9.28407,3.6335
1.4,1.45,8.69071,3.5238
1.41,1.45,8.27412,3.42532
1.42,1.45,8.03217,3.35218
1.43,1.45,7.98748,3.3048
1.44,1.45,8.16781,3.29324
1.45,1.45,8.63392,3.31283
1.46,1.45,9.44555,3.37635
1.47,1.45,10.7024,3.48393
1.48,1.45,12.5292,3.67509
1.49,1.45,13.8487,3.60253
1.5,1.45,14.5769,3.24651
1.51,1.45,15.0694,2.84961
1.52,1.45,14.7791,2.37188
1.53,1.45,13.6898,1.87921
1.54,1.45,12.1024,1.47093
1.55,1.45,10.4154,1.18876
1.56,1.45,8.93063,1.03198
1.57,1.45,7.77343,0.973213
1.58,1.45,6.9508,0.972711
1.59,1.45,6.43811,1.02224
1.6,1.45,6.19481,1.10023
1.61,1.45,6.20847,1.23472
1.62,1.45,6.4278,1.43995
1.63,1.45,6.85411,1.68769
1.64,1.45,7.43964,1.99172
1.65,1.45,8.13485,2.30925
1.66,1.45,8.86195,2.58233
1.67,1.45,9.50817,2.74025
1.68,1.45,9.96902,2.78398
1.69,1.45,10.1205,2.73149
1.7,1.45,9.9683,2.59574
1.71,1.45,9.52666,2.45536
1.72,1.45,8.9241,2.29383
1.73,1.45,8.30474,2.15608
1.74,1.45,7.73827,2.03786
1.75,1.45,7.25388,1.92223
1.76,1.45,6.8229,1.82736
1.77,1.45,6.47932,1.74362
1.78,1.45,6.1706,1.66132
1.79,1.45,5.94297,1.59717
1.8,1.45,5.74183,1.52378
1.81,1.45,5.57441,1.47235
1.82,1.45,5.43045,1.41007
1.83,1.45,5.32562,1.35997
1.84,1.45,5.23757,1.31579
1.85,1.45,5.1773,1.27888
1.86,1.45,5.13524,1.22448
1.87,1.45,5.11409,1.18465
1.88,1.45,5.1246,1.15119
1.89,1.45,5.14372,1.11213
1.9,1.45,5.1789,1.0785
1.91,1.45,5.23416,1.03625
1.92,1.45,5.31884,1.01283
1.93,1.45,5.39369,0.978994
1.94,1.45,5.46337,0.951303
1.95,1.45,5.54522,0.929207
1.96,1.45,5.62095,0.903173
1.97,1.45,5.69273,0.877336
1.98,1.45,5.74982,0.849254
1.99,1.45,5.79735,0.838283
2,1.45,5.84174,0.825076
1.08,1.5,2.12142,0.416497
1.09,1.5,4.03186,0.726169
1.1,1.5,6.001,0.987892
1.11,1.5,8.22301,1.23851
1.12,1.5,10.8541,1.4868
1.13,1.5,14.1253,1.75423
1.14,1.5,18.2876,2.0359
1.15,1.5,23.6746,2.35681
1.16,1.5,30.6618,2.72186
1.17,1.5,39.4902,3.13496
1.18,1.5,49.9896,3.56365
1.19,1.5,60.7819,3.95593
1.2,1.5,69.2939,4.22033
1.21,1.5,72.466,4.2878
1.22,1.5,69.4761,4.18258
1.23,1.5,62.2205,3.98959
1.24,1.5,53.491,3.79628
1.25,1.5,45.1373,3.63577
1.26,1.5,38.0178,3.52688
1.27,1.5,32.2423,3.47218
1.28,1.5,27.6134,3.44982
1.29,1.5,23.965,3.46315
1.3,1.5,21.0365,3.49988
1.31,1.5,18.6749,3.54351
1.32,1.5,16.7321,3.59251
1.33,1.5,15.118,3.63384
1.34,1.5,13.7239,3.65869
1.35,1.5,12.5078,3.65661
1.36,1.5,11.4347,3.63299
1.37,1.5,10.4741,3.5606
1.38,1.5,9.65361,3.4788
1.39,1.5,8.9425,3.3908
1.4,1.5,8.38308,3.29398
1.41,1.5,7.97729,3.21861
1.42,1.5,7.75441,3.14462
1.43,1.5,7.71488,3.10889
1.44,1.5,7.8961,3.09085
1.45,1.5,8.33895,3.12329
1.46,1.5,9.12733,3.18127
1.47,1.5,10.3386,3.29626
1.48,1.5,12.1035,3.49262
1.49,1.5,13.3661,3.42786
1.5,1.5,14.0684,3.09341
1.51,1.5,14.5321,2.71491
1.52,1.5,14.2489,2.2528
1.53,1.5,13.181,1.78341
1.54,1.5,11.6324,1.38797
1.55,1.5,10.0115,1.11743
1.56,1.5,8.57308,0.964192
1.57,1.5,7.44317,0.894543
1.58,1.5,6.65063,0.887559
1.59,1.5,6.14335,0.928375
1.6,1.5,5.91169,1.00307
1.61,1.5,5.90898,1.11542
1.62,1.5,6.11675,1.29564
1.63,1.5,6.51734,1.53185
1.64,1.5,7.07045,1.79954
1.65,1.5,7.74521,2.09596
1.66,1.5,8.45967,2.3458
1.67,1.5,9.08298,2.48478
1.68,1.5,9.53224,2.53777
1.69,1.5,9.72539,2.47697
1.7,1.5,9.54991,2.37964
1.71,1.5,9.11741,2.22976
1.72,1.5,8.54673,2.09001
1.73,1.5,7.93887,1.96672
1.74,1.5,7.38513,1.84511
1.75,1.5,6.90347,1.75298
1.76,1.5,6.47673,1.66655
1.77,1.5,6.13017,1.58609
1.78,1.5,5.85732,1.51442
1.79,1.5,5.60842,1.44637
1.8,1.5,5.40732,1.40415
1.81,1.5,5.25203,1.34914
1.82,1.5,5.11515,1.29332
1.83,1.5,5.01705,1.24708
1.84,1.5,4.92815,1.207
1.85,1.5,4.87041,1.17169
1.86,1.5,4.83208,1.1289
1.87,1.5,4.81639,1.09429
1.88,1.5,4.81809,1.05175
1.89,1.5,4.83241,1.02164
1.9,1.5,4.8623,0.994017
1.91,1.5,4.93618,0.96181
1.92,1.5,5.00169,0.933221
1.93,1.5,5.08014,0.898858
1.94,1.5,5.15847,0.873687
1.95,1.5,5.23651,0.856513
1.96,1.5,5.30453,0.829968
1.97,1.5,5.37542,0.814003
1.98,1.5,5.43917,0.792247
1.99,1.5,5.4907,0.769195
2,1.5,5.53467,0.753343
1.08,1.55,2.02556,0.3806
1.09,1.55,3.83035,0.666283
1.1,1.55,5.68051,0.910119
1.11,1.55,7.76987,1.14499
1.12,1.55,10.2299,1.37816
1.13,1.55,13.2892,1.61693
1.14,1.55,17.1663,1.88764
1.15,1.55,22.1951,2.1859
1.16,1.55,28.6928,2.53114
1.17,1.55,36.9464,2.90863
1.18,1.55,46.7184,3.30648
1.19,1.55,56.772,3.67161
1.2,1.55,64.7015,3.91857
1.21,1.55,67.6503,3.98779
1.22,1.55,64.8999,3.88671
1.23,1.55,58.1594,3.70883
1.24,1.55,50.0528,3.52648
1.25,1.55,42.2955,3.38455
1.26,1.55,35.6646,3.27638
1.27,1.55,30.3036,3.22785
1.28,1.55,26.0085,3.21464
1.29,1.55,22.6149,3.22264
1.3,1.55,19.8977,3.25262
1.31,1.55,17.7159,3.29667
1.32,1.55,15.9107,3.34386
1.33,1.55,14.4188,3.38338
1.34,1.55,13.1226,3.40931
1.35,1.55,11.9881,3.4075
1.36,1.55,10.9821,3.37076
1.37,1.55,10.0765,3.3241
1.38,1.55,9.2905,3.25327
1.39,1.55,8.63326,3.1692
1.4,1.55,8.09331,3.08166
1.41,1.55,7.70532,3.01147
1.42,1.55,7.48192,2.94541
1.43,1.55,7.4554,2.91648
1.44,1.55,7.62285,2.91604
1.45,1.55,8.05782,2.94153
1.46,1.55,8.80871,3.00603
1.47,1.55,9.98634,3.1258
1.48,1.55,11.6871,3.31653
1.49,1.55,12.906,3.25983
1.5,1.55,13.5596,2.94394
1.51,1.55,14.0021,2.5821
1.52,1.55,13.7166,2.14407
1.53,1.55,12.6922,1.69267
1.54,1.55,11.1797,1.30884
1.55,1.55,9.60207,1.04821
1.56,1.55,8.22237,0.892618
1.57,1.55,7.12752,0.828683
1.58,1.55,6.3496,0.812705
1.59,1.55,5.85898,0.845846
1.6,1.55,5.62734,0.901835
1.61,1.55,5.61743,1.01254
1.62,1.55,5.81293,1.17221
1.63,1.55,6.19313,1.37918
1.64,1.55,6.7304,1.6337
1.65,1.55,7.367,1.89482
1.66,1.55,8.05003,2.11773
1.67,1.55,8.6869,2.25235
1.68,1.55,9.12143,2.29699
1.69,1.55,9.31177,2.25368
1.7,1.55,9.15052,2.15243
1.71,1.55,8.74009,2.01742
1.72,1.55,8.17955,1.90385
1.73,1.55,7.59088,1.78093
1.74,1.55,7.03645,1.68884
1.75,1.55,6.57529,1.58702
1.76,1.55,6.17714,1.52179
1.77,1.55,5.818,1.45723
1.78,1.55,5.54495,1.38757
1.79,1.55,5.29957,1.32351
1.8,1.55,5.10828,1.28
1.81,1.55,4.94813,1.22924
1.82,1.55,4.82303,1.18199
1.83,1.55,4.70678,1.13716
1.84,1.55,4.62236,1.10127
1.85,1.55,4.5665,1.06378
1.86,1.55,4.52635,1.03125
1.87,1.55,4.51793,1.00317
1.88,1.55,4.52541,0.976401
1.89,1.55,4.54593,0.947714
1.9,1.55,4.57884,0.909188
1.91,1.55,4.6408,0.884508
1.92,1.55,4.69792,0.853328
1.93,1.55,4.77596,0.835364
1.94,1.55,4.86569,0.810294
1.95,1.55,4.94955,0.784371
1.96,1.55,5.02727,0.757435
1.97,1.55,5.0844,0.74772
1.98,1.55,5.14018,0.731867
1.99,1.55,5.18214,0.713561
2,1.55,5.22058,0.701917
1.08,1.6,1.93339,0.34868
1.09,1.6,3.64466,0.613134
1.1,1.6,5.38607,0.841533
1.11,1.6,7.34762,1.05792
1.12,1.6,9.6571,1.27383
1.13,1.6,12.5137,1.50039
1.14,1.6,16.141,1.7526
1.15,1.6,20.8378,2.03006
1.16,1.6,26.896,2.3506
1.17,1.6,34.5819,2.70399
1.18,1.6,43.7005,3.07916
1.19,1.6,53.0846,3.41558
1.2,1.6,60.4894,3.64395
1.21,1.6,63.2607,3.71013
1.22,1.6,60.6995,3.62013
1.23,1.6,54.425,3.45169
1.24,1.6,46.8645,3.2838
1.25,1.6,39.6637,3.14934
1.26,1.6,33.4955,3.05499
1.27,1.6,28.5158,3.00613
1.28,1.6,24.5319,2.99072
1.29,1.6,21.3683,2.99808
1.3,1.6,18.8517,3.0348
1.31,1.6,16.8291,3.07248
1.32,1.6,15.1573,3.11818
1.33,1.6,13.7679,3.14887
1.34,1.6,12.5642,3.17106
1.35,1.6,11.5106,3.18231
1.36,1.6,10.5632,3.15016
1.37,1.6,9.71009,3.09519
1.38,1.6,8.96359,3.0364
1.39,1.6,8.3306,2.95435
1.4,1.6,7.81976,2.8805
1.41,1.6,7.45213,2.81852
1.42,1.6,7.23419,2.77067
1.43,1.6,7.20007,2.74142
1.44,1.6,7.36442,2.74626
1.45,1.6,7.78389,2.77059
1.46,1.6,8.50258,2.84558
1.47,1.6,9.63769,2.96508
1.48,1.6,11.2804,3.14628
1.49,1.6,12.4584,3.10098
1.5,1.6,13.0765,2.80631
1.51,1.6,13.4802,2.46174
1.52,1.6,13.2044,2.03991
1.53,1.6,12.1973,1.60294
1.54,1.6,10.7505,1.23699
1.55,1.6,9.22609,0.979278
1.56,1.6,7.86764,0.836176
1.57,1.6,6.82402,0.770329
1.58,1.6,6.06389,0.751041
1.59,1.6,5.58596,0.774289
1.6,1.6,5.34912,0.826292
1.61,1.6,5.33566,0.912701
1.62,1.6,5.5206,1.05121
1.63,1.6,5.88261,1.2487
1.64,1.6,6.3903,1.47488
1.65,1.6,7.02542,1.70956
1.66,1.6,7.68177,1.92472
1.67,1.6,8.29115,2.05142
1.68,1.6,8.73736,2.09224
1.69,1.6,8.91742,2.04172
1.7,1.6,8.77146,1.94543
1.71,1.6,8.3655,1.84102
1.72,1.6,7.81885,1.71655
1.73,1.6,7.25561,1.61899
1.74,1.6,6.7204,1.53384
1.75,1.6,6.24316,1.44827
1.76,1.6,5.8466,1.38682
1.77,1.6,5.51323,1.31434
1.78,1.6,5.24329,1.26503
1.79,1.6,5.01291,1.2122
1.8,1.6,4.82108,1.16017
1.81,1.6,4.66426,1.11377
1.82,1.6,4.53246,1.08426
1.83,1.6,4.42681,1.04221
1.84,1.6,4.34067,1.00408
