W,Q2,Sigma_t,Sigma_l
1.48,1.2,33.2456,4.20496
1.49,1.2,36.8129,4.72408
1.5,1.2,38.9017,5.73114
1.51,1.2,40.6402,6.89545
1.52,1.2,40.4883,8.09746
1.53,1.2,38.366,9.07785
1.54,1.2,35.0307,9.58348
1.55,1.2,31.5564,9.6318
1.56,1.2,28.5892,9.35351
1.57,1.2,26.3706,8.93479
1.58,1.2,24.8632,8.49771
1.59,1.2,23.8937,8.11597
1.6,1.2,23.4146,7.92517
1.61,1.2,23.2928,7.95803
1.62,1.2,23.5201,8.23331
1.63,1.2,24.0917,8.74096
1.64,1.2,24.9003,9.52296
1.65,1.2,25.8083,10.4198
1.66,1.2,26.623,11.3614
1.67,1.2,27.0421,12.2382
1.68,1.2,26.8726,12.9312
1.69,1.2,25.9244,13.3712
1.7,1.2,24.2172,13.5205
1.71,1.2,22.0074,13.4366
1.72,1.2,19.6766,13.205
1.73,1.2,17.4925,12.918
1.74,1.2,15.6223,12.5294
1.75,1.2,14.0564,12.1801
1.76,1.2,12.7424,11.8511
1.77,1.2,11.7162,11.5244
1.78,1.2,10.852,11.2437
1.79,1.2,10.1246,10.9259
1.8,1.2,9.5734,10.6839
1.81,1.2,9.08847,10.422
1.82,1.2,8.69421,10.1875
1.83,1.2,8.40067,9.89384
1.84,1.2,8.16301,9.63554
1.85,1.2,7.94369,9.39339
1.86,1.2,7.81197,9.22013
1.87,1.2,7.7001,8.95587
1.88,1.2,7.62922,8.77151
1.89,1.2,7.59537,8.61921
1.9,1.2,7.59512,8.46143
1.91,1.2,7.62093,8.27515
1.92,1.2,7.64916,8.14218
1.93,1.2,7.71562,8.08875
1.94,1.2,7.75299,7.95
1.95,1.2,7.79318,7.81362
1.96,1.2,7.8243,7.73596
1.97,1.2,7.82674,7.65296
1.98,1.2,7.82338,7.54387
1.99,1.2,7.79742,7.44829
2,1.2,7.76781,7.34892
1.08,1.25,0.5847,0.148771
1.09,1.25,2.96124,1.04875
1.1,1.25,5.1171,2.02254
1.11,1.25,7.33521,3.02672
1.12,1.25,9.7054,4.03005
1.13,1.25,12.3874,5.02907
1.14,1.25,15.5511,6.02693
1.15,1.25,19.4708,7.04392
1.16,1.25,24.4051,8.02744
1.17,1.25,30.6253,8.99604
1.18,1.25,38.0635,9.80447
1.19,1.25,45.9972,10.3751
1.2,1.25,52.6529,10.5654
1.21,1.25,56.0245,10.3495
1.22,1.25,55.3501,9.90801
1.23,1.25,51.5953,9.48769
1.24,1.25,46.6284,9.23501
1.25,1.25,41.6811,9.1687
1.26,1.25,37.3124,9.29922
1.27,1.25,33.7011,9.52259
1.28,1.25,30.7577,9.82285
1.29,1.25,28.3939,10.1466
1.3,1.25,26.4561,10.457
1.31,1.25,24.8056,10.7234
1.32,1.25,23.4495,10.9294
1.33,1.25,22.2213,10.9666
1.34,1.25,21.0934,10.8581
1.35,1.25,20.0705,10.5593
1.36,1.25,19.1243,10.0931
1.37,1.25,18.2864,9.45982
1.38,1.25,17.6191,8.78067
1.39,1.25,17.1249,8.00107
1.4,1.25,16.8441,7.25083
1.41,1.25,16.8452,6.52709
1.42,1.25,17.136,5.89507
1.43,1.25,17.7904,5.31246
1.44,1.25,18.9192,4.81011
1.45,1.25,20.624,4.38105
1.46,1.25,23.1461,4.08029
1.47,1.25,26.8195,3.89581
1.48,1.25,31.9465,3.85998
1.49,1.25,35.4255,4.3692
1.5,1.25,37.4647,5.33977
1.51,1.25,39.1511,6.47185
1.52,1.25,39.0626,7.63122
1.53,1.25,36.9845,8.54244
1.54,1.25,33.7482,9.00946
1.55,1.25,30.3565,9.07092
1.56,1.25,27.4581,8.80297
1.57,1.25,25.3019,8.39632
1.58,1.25,23.8032,7.95765
1.59,1.25,22.8245,7.58974
1.6,1.25,22.3555,7.39911
1.61,1.25,22.1884,7.39588
1.62,1.25,22.3934,7.57291
1.63,1.25,22.9481,8.06729
1.64,1.25,23.7464,8.76653
1.65,1.25,24.6453,9.64558
1.66,1.25,25.4637,10.5145
1.67,1.25,25.8999,11.2809
1.68,1.25,25.8042,11.9794
1.69,1.25,24.9331,12.4253
1.7,1.25,23.3111,12.5871
1.71,1.25,21.2324,12.4807
1.72,1.25,18.9986,12.3177
1.73,1.25,16.8827,12.0055
1.74,1.25,15.0843,11.6777
1.75,1.25,13.5827,11.3863
1.76,1.25,12.3279,11.0248
1.77,1.25,11.3168,10.7719
1.78,1.25,10.4693,10.5172
1.79,1.25,9.79019,10.1925
1.8,1.25,9.26881,9.9301
1.81,1.25,8.80491,9.72542
1.82,1.25,8.43005,9.41214
1.83,1.25,8.1497,9.20035
1.84,1.25,7.87783,8.96219
1.85,1.25,7.71049,8.78197
1.86,1.25,7.56364,8.55463
1.87,1.25,7.46732,8.38393
1.88,1.25,7.41048,8.21385
1.89,1.25,7.3718,8.07169
1.9,1.25,7.38262,7.88911
1.91,1.25,7.40927,7.80231
1.92,1.25,7.44069,7.62555
1.93,1.25,7.48786,7.53096
1.94,1.25,7.55557,7.42964
1.95,1.25,7.60788,7.38196
1.96,1.25,7.63589,7.30772
1.97,1.25,7.64759,7.24041
1.98,1.25,7.64867,7.12445
1.99,1.25,7.62549,7.01567
2,1.25,7.57943,6.92091
1.08,1.3,0.530486,0.13573
1.09,1.3,2.72469,0.957423
1.1,1.3,4.73183,1.85011
1.11,1.3,6.79868,2.76439
1.12,1.3,9.01452,3.68165
1.13,1.3,11.5014,4.60072
1.14,1.3,14.4435,5.51392
1.15,1.3,18.0726,6.43512
1.16,1.3,22.6532,7.36172
1.17,1.3,28.4042,8.22812
1.18,1.3,35.3033,8.99238
1.19,1.3,42.6567,9.50181
1.2,1.3,48.8568,9.68332
1.21,1.3,52.0442,9.49124
1.22,1.3,51.4875,9.08306
1.23,1.3,48.1012,8.69202
1.24,1.3,43.5607,8.44748
1.25,1.3,39.0552,8.4025
1.26,1.3,35.0405,8.51718
1.27,1.3,31.7457,8.71881
1.28,1.3,29.0499,9.00052
1.29,1.3,26.8842,9.31203
1.3,1.3,25.104,9.59245
1.31,1.3,23.6359,9.84238
1.32,1.3,22.3513,10.0043
1.33,1.3,21.2218,10.0766
1.34,1.3,20.1785,9.96243
1.35,1.3,19.2186,9.71228
1.36,1.3,18.2963,9.27797
1.37,1.3,17.5192,8.70297
1.38,1.3,16.8592,8.04034
1.39,1.3,16.3695,7.36465
1.4,1.3,16.089,6.6774
1.41,1.3,16.0601,6.01934
1.42,1.3,16.3398,5.40432
1.43,1.3,16.9869,4.88845
1.44,1.3,18.0557,4.43359
1.45,1.3,19.6973,4.04378
1.46,1.3,22.1506,3.75538
1.47,1.3,25.6899,3.59007
1.48,1.3,30.666,3.5729
1.49,1.3,34.0557,4.05392
1.5,1.3,36.0591,4.96442
1.51,1.3,37.711,6.05719
1.52,1.3,37.6409,7.17793
1.53,1.3,35.6399,8.04409
1.54,1.3,32.4784,8.50779
1.55,1.3,29.1854,8.55067
1.56,1.3,26.3715,8.28687
1.57,1.3,24.2259,7.88645
1.58,1.3,22.7611,7.47266
1.59,1.3,21.8402,7.08863
1.6,1.3,21.3013,6.87502
1.61,1.3,21.1466,6.84929
1.62,1.3,21.3613,7.05208
1.63,1.3,21.8647,7.47913
1.64,1.3,22.6443,8.09181
1.65,1.3,23.5487,8.87828
1.66,1.3,24.3438,9.68397
1.67,1.3,24.8469,10.4489
1.68,1.3,24.7686,11.0641
1.69,1.3,23.9795,11.4699
1.7,1.3,22.4935,11.6548
1.71,1.3,20.4585,11.638
1.72,1.3,18.3105,11.4676
1.73,1.3,16.3245,11.1566
1.74,1.3,14.5756,10.8726
1.75,1.3,13.1109,10.581
1.76,1.3,11.8749,10.299
1.77,1.3,10.913,10.0305
1.78,1.3,10.1255,9.79685
1.79,1.3,9.46144,9.51902
1.8,1.3,8.93892,9.27053
1.81,1.3,8.50802,9.04377
1.82,1.3,8.13656,8.79416
1.83,1.3,7.86063,8.61325
1.84,1.3,7.62568,8.37014
1.85,1.3,7.45565,8.18474
1.86,1.3,7.32584,8.0041
1.87,1.3,7.25628,7.83421
1.88,1.3,7.18331,7.6772
1.89,1.3,7.14666,7.53137
1.9,1.3,7.1465,7.41243
1.91,1.3,7.20034,7.30138
1.92,1.3,7.25331,7.17516
1.93,1.3,7.3032,7.10912
1.94,1.3,7.3714,7.01548
1.95,1.3,7.40807,6.92191
1.96,1.3,7.44306,6.86692
1.97,1.3,7.46394,6.78986
1.98,1.3,7.47601,6.72324
1.99,1.3,7.44863,6.62479
2,1.3,7.40863,6.56402
1.08,1.35,0.483431,0.123618
1.09,1.35,2.51216,0.872967
1.1,1.35,4.38425,1.68936
1.11,1.35,6.31578,2.52944
1.12,1.35,8.38443,3.3712
1.13,1.35,10.6985,4.21529
1.14,1.35,13.4373,5.05481
1.15,1.35,16.8074,5.90452
1.16,1.35,21.0404,6.74646
1.17,1.35,26.3915,7.53932
1.18,1.35,32.7866,8.25071
1.19,1.35,39.6187,8.72359
1.2,1.35,45.4003,8.8858
1.21,1.35,48.4062,8.71813
1.22,1.35,47.9552,8.33698
1.23,1.35,44.8942,7.96566
1.24,1.35,40.7646,7.7483
1.25,1.35,36.6236,7.7054
1.26,1.35,32.9902,7.80449
1.27,1.35,29.9425,8.00379
1.28,1.35,27.4898,8.24762
1.29,1.35,25.4996,8.53731
1.3,1.35,23.8861,8.80491
1.31,1.35,22.5243,9.02805
1.32,1.35,21.3533,9.18404
1.33,1.35,20.3132,9.22918
1.34,1.35,19.3457,9.17675
1.35,1.35,18.4223,8.91725
1.36,1.35,17.55,8.52857
1.37,1.35,16.7847,8.01155
1.38,1.35,16.1746,7.41726
1.39,1.35,15.6833,6.76173
1.4,1.35,15.4086,6.13876
1.41,1.35,15.3593,5.54385
1.42,1.35,15.6286,4.98785
1.43,1.35,16.2221,4.49456
1.44,1.35,17.2743,4.08532
1.45,1.35,18.8505,3.73616
1.46,1.35,21.1972,3.4633
1.47,1.35,24.629,3.30882
1.48,1.35,29.4492,3.29231
1.49,1.35,32.7664,3.79557
1.5,1.35,34.7099,4.66772
1.51,1.35,36.3474,5.70749
1.52,1.35,36.2479,6.7853
1.53,1.35,34.3229,7.60735
1.54,1.35,31.2508,8.06007
1.55,1.35,28.0325,8.09068
1.56,1.35,25.2834,7.81455
1.57,1.35,23.2002,7.3965
1.58,1.35,21.7303,6.99584
1.59,1.35,20.8113,6.6397
1.6,1.35,20.2974,6.43629
1.61,1.35,20.1682,6.38169
1.62,1.35,20.3426,6.54222
1.63,1.35,20.831,6.90651
1.64,1.35,21.5882,7.49095
1.65,1.35,22.493,8.18092
1.66,1.35,23.3117,8.93416
1.67,1.35,23.811,9.66754
1.68,1.35,23.809,10.2623
1.69,1.35,23.0641,10.6685
1.7,1.35,21.6434,10.8519
1.71,1.35,19.7126,10.7794
1.72,1.35,17.6413,10.6101
1.73,1.35,15.7278,10.404
1.74,1.35,14.033,10.1114
1.75,1.35,12.6277,9.83523
1.76,1.35,11.4883,9.56198
1.77,1.35,10.5272,9.32084
1.78,1.35,9.75174,9.09377
1.79,1.35,9.14348,8.84446
1.8,1.35,8.64054,8.65266
1.81,1.35,8.22616,8.45069
1.82,1.35,7.88133,8.24122
1.83,1.35,7.59985,8.02597
1.84,1.35,7.3741,7.82767
1.85,1.35,7.20668,7.60032
1.86,1.35,7.07571,7.4642
1.87,1.35,7.0146,7.28839
1.88,1.35,6.96026,7.14966
1.89,1.35,6.93628,7.03433
1.9,1.35,6.92921,6.94233
1.91,1.35,6.98077,6.83352
1.92,1.35,7.03104,6.75523
1.93,1.35,7.09867,6.70014
1.94,1.35,7.15976,6.62133
1.95,1.35,7.21907,6.52911
1.96,1.35,7.26026,6.45879
1.97,1.35,7.28491,6.39396
1.98,1.35,7.28787,6.3211
1.99,1.35,7.27976,6.20093
2,1.35,7.24615,6.16622
1.08,1.4,0.441544,0.112878
1.09,1.4,2.32298,0.800021
1.1,1.4,4.07532,1.54767
1.11,1.4,5.88008,2.31222
1.12,1.4,7.81798,3.088
1.13,1.4,9.97967,3.86578
1.14,1.4,12.5267,4.63456
1.15,1.4,15.6579,5.41331
1.16,1.4,19.5972,6.19144
1.17,1.4,24.5502,6.93317
1.18,1.4,30.5108,7.57122
1.19,1.4,36.8531,8.01478
1.2,1.4,42.261,8.14687
1.21,1.4,45.0865,7.98721
1.22,1.4,44.7601,7.63813
1.23,1.4,41.9649,7.31565
1.24,1.4,38.2134,7.10832
1.25,1.4,34.4252,7.06927
1.26,1.4,31.0736,7.15613
1.27,1.4,28.2966,7.35986
1.28,1.4,26.0516,7.5714
1.29,1.4,24.2439,7.82671
1.3,1.4,22.7757,8.08566
1.31,1.4,21.511,8.28684
1.32,1.4,20.4395,8.4282
1.33,1.4,19.4826,8.48201
1.34,1.4,18.5868,8.42952
1.35,1.4,17.7108,8.2115
1.36,1.4,16.8708,7.8435
1.37,1.4,16.1435,7.36736
1.38,1.4,15.5206,6.82029
1.39,1.4,15.0738,6.22949
1.4,1.4,14.7786,5.62996
1.41,1.4,14.7295,5.09819
1.42,1.4,14.9557,4.59
1.43,1.4,15.518,4.1417
1.44,1.4,16.5026,3.75204
1.45,1.4,18.0365,3.44359
1.46,1.4,20.3171,3.2074
1.47,1.4,23.6228,3.05541
1.48,1.4,28.2864,3.06169
1.49,1.4,31.5142,3.52711
1.5,1.4,33.4275,4.38723
1.51,1.4,34.9807,5.37792
1.52,1.4,34.9027,6.38329
1.53,1.4,33.03,7.19509
1.54,1.4,30.0697,7.60363
1.55,1.4,26.9431,7.63106
1.56,1.4,24.2209,7.39078
1.57,1.4,22.1909,6.98796
1.58,1.4,20.732,6.58719
1.59,1.4,19.8699,6.2385
1.6,1.4,19.3429,5.99265
1.61,1.4,19.181,5.94368
1.62,1.4,19.4076,6.07673
1.63,1.4,19.8541,6.38513
1.64,1.4,20.5933,6.90692
1.65,1.4,21.4561,7.52926
1.66,1.4,22.2685,8.24339
1.67,1.4,22.8096,8.92178
1.68,1.4,22.8615,9.49874
1.69,1.4,22.2185,9.87682
1.7,1.4,20.8926,10.0461
1.71,1.4,18.996,10.0474
1.72,1.4,17.0205,9.87638
1.73,1.4,15.1418,9.65937
1.74,1.4,13.5392,9.40486
1.75,1.4,12.1925,9.15071
1.76,1.4,11.0728,8.90552
1.77,1.4,10.1619,8.67772
1.78,1.4,9.42986,8.47585
1.79,1.4,8.80801,8.26165
1.8,1.4,8.31357,8.04218
1.81,1.4,7.922,7.86562
1.82,1.4,7.60698,7.69222
1.83,1.4,7.34916,7.49384
1.84,1.4,7.14441,7.31046
1.85,1.4,6.9828,7.14906
1.86,1.4,6.84482,6.98885
1.87,1.4,6.7735,6.8108
1.88,1.4,6.73159,6.6979
1.89,1.4,6.7128,6.58057
1.9,1.4,6.72352,6.45646
1.91,1.4,6.78327,6.40643
1.92,1.4,6.82419,6.29776
1.93,1.4,6.88525,6.2828
1.94,1.4,6.95185,6.19888
1.95,1.4,7.02727,6.14815
1.96,1.4,7.0552,6.11344
1.97,1.4,7.09047,6.01439
1.98,1.4,7.09342,5.94861
1.99,1.4,7.09735,5.87725
2,1.4,7.06655,5.79124
1.08,1.45,0.404628,0.103699
1.09,1.45,2.15669,0.733222
1.1,1.45,3.80077,1.41532
1.11,1.45,5.48964,2.11961
1.12,1.45,7.30193,2.83448
1.13,1.45,9.33235,3.54447
1.14,1.45,11.6995,4.25133
1.15,1.45,14.6224,4.98541
1.16,1.45,18.2795,5.69617
1.17,1.45,22.8815,6.3649
1.18,1.45,28.4099,6.97216
1.19,1.45,34.321,7.37355
1.2,1.45,39.371,7.49338
1.21,1.45,42.066,7.3402
1.22,1.45,41.7996,7.02086
1.23,1.45,39.3005,6.71858
1.24,1.45,35.8626,6.52306
1.25,1.45,32.3977,6.49143
1.26,1.45,29.3255,6.57815
1.27,1.45,26.8054,6.75065
1.28,1.45,24.7315,6.95687
1.29,1.45,23.0787,7.18366
1.3,1.45,21.7291,7.42341
1.31,1.45,20.5899,7.6191
1.32,1.45,19.6013,7.74582
1.33,1.45,18.7055,7.79163
1.34,1.45,17.8662,7.71847
1.35,1.45,17.078,7.55502
1.36,1.45,16.2871,7.21449
1.37,1.45,15.5415,6.78288
1.38,1.45,14.946,6.26785
1.39,1.45,14.4926,5.72646
1.4,1.45,14.2166,5.19248
1.41,1.45,14.1614,4.67954
1.42,1.45,14.3579,4.23706
1.43,1.45,14.8966,3.81792
1.44,1.45,15.8149,3.45601
1.45,1.45,17.2858,3.16252
1.46,1.45,19.4798,2.95286
1.47,1.45,22.6721,2.82595
1.48,1.45,27.1505,2.8447
1.49,1.45,30.2826,3.29867
1.5,1.45,32.1788,4.11214
1.51,1.45,33.7224,5.07921
1.52,1.45,33.628,6.06466
1.53,1.45,31.8079,6.8201
1.54,1.45,28.9413,7.21662
1.55,1.45,25.8752,7.23346
1.56,1.45,23.2208,6.99135
1.57,1.45,21.2065,6.62967
1.58,1.45,19.8088,6.20938
1.59,1.45,18.9213,5.85506
1.6,1.45,18.416,5.63033
1.61,1.45,18.2675,5.54326
1.62,1.45,18.46,5.64015
1.63,1.45,18.8898,5.92181
1.64,1.45,19.6333,6.38623
1.65,1.45,20.483,6.93719
1.66,1.45,21.2978,7.59984
1.67,1.45,21.8665,8.20486
1.68,1.45,21.9466,8.78039
1.69,1.45,21.3654,9.1275
1.7,1.45,20.1014,9.31616
1.71,1.45,18.3575,9.33066
1.72,1.45,16.4085,9.20944
1.73,1.45,14.6164,8.98567
1.74,1.45,13.0379,8.74953
1.75,1.45,11.7306,8.56282
1.76,1.45,10.6516,8.318
1.77,1.45,9.78028,8.10888
1.78,1.45,9.06646,7.8803
1.79,1.45,8.50106,7.68023
1.8,1.45,8.0052,7.52352
1.81,1.45,7.62021,7.31635
1.82,1.45,7.32715,7.14862
1.83,1.45,7.0849,6.98793
1.84,1.45,6.87808,6.82425
1.85,1.45,6.72566,6.68444
1.86,1.45,6.60629,6.51513
1.87,1.45,6.52692,6.37618
1.88,1.45,6.48987,6.2915
1.89,1.45,6.49507,6.18028
1.9,1.45,6.51093,6.05857
1.91,1.45,6.53986,5.9844
1.92,1.45,6.61743,5.92238
1.93,1.45,6.6777,5.85443
1.94,1.45,6.73095,5.81922
1.95,1.45,6.80027,5.77924
1.96,1.45,6.86528,5.74196
1.97,1.45,6.9039,5.69928
1.98,1.45,6.90171,5.59904
1.99,1.45,6.88946,5.50912
2,1.45,6.87385,5.47741
1.08,1.5,0.372135,0.0954126
1.09,1.5,2.00526,0.672134
1.1,1.5,3.55127,1.29917
1.11,1.5,5.13741,1.9482
1.12,1.5,6.83499,2.6022
1.13,1.5,8.7355,3.25572
1.14,1.5,10.9506,3.91913
1.15,1.5,13.6751,4.57906
1.16,1.5,17.081,5.23394
1.17,1.5,21.372,5.86206
1.18,1.5,26.5238,6.42582
1.19,1.5,32.0307,6.78974
1.2,1.5,36.7535,6.8988
1.21,1.5,39.2994,6.75295
1.22,1.5,39.0947,6.46824
1.23,1.5,36.8411,6.16425
1.24,1.5,33.7111,5.99169
1.25,1.5,30.5282,5.95926
1.26,1.5,27.7234,6.04204
1.27,1.5,25.3925,6.19763
1.28,1.5,23.5171,6.38494
1.29,1.5,22.0078,6.60225
1.3,1.5,20.7636,6.82457
1.31,1.5,19.7494,6.98748
1.32,1.5,18.8352,7.11518
1.33,1.5,17.9975,7.16514
1.34,1.5,17.2275,7.09575
1.35,1.5,16.4541,6.92564
1.36,1.5,15.7219,6.63867
1.37,1.5,15.0084,6.24641
1.38,1.5,14.4042,5.7729
1.39,1.5,13.9474,5.27643
1.4,1.5,13.6692,4.78702
1.41,1.5,13.6131,4.30947
1.42,1.5,13.785,3.89829
1.43,1.5,14.2815,3.52548
1.44,1.5,15.1653,3.19395
1.45,1.5,16.5839,2.92654
1.46,1.5,18.6825,2.74316
1.47,1.5,21.7596,2.63428
1.48,1.5,26.0999,2.64983
1.49,1.5,29.1364,3.09222
1.5,1.5,30.9296,3.88153
1.51,1.5,32.4238,4.80274
1.52,1.5,32.3655,5.7464
1.53,1.5,30.6034,6.47885
1.54,1.5,27.7846,6.84347
1.55,1.5,24.8296,6.85263
1.56,1.5,22.2713,6.62499
1.57,1.5,20.2907,6.26402
1.58,1.5,18.8837,5.88372
1.59,1.5,17.9996,5.53521
1.6,1.5,17.5299,5.27987
1.61,1.5,17.3822,5.17453
1.62,1.5,17.5513,5.26048
1.63,1.5,18.0047,5.49679
1.64,1.5,18.7068,5.90283
1.65,1.5,19.5396,6.43212
1.66,1.5,20.3609,7.0119
1.67,1.5,20.9635,7.57336
1.68,1.5,21.0745,8.09504
1.69,1.5,20.5385,8.46392
1.7,1.5,19.3253,8.66638
1.71,1.5,17.6513,8.70583
1.72,1.5,15.8196,8.57246
1.73,1.5,14.0973,8.35394
1.74,1.5,12.5636,8.1499
1.75,1.5,11.3027,7.95016
1.76,1.5,10.2692,7.72346
1.77,1.5,9.43703,7.56142
1.78,1.5,8.74359,7.35032
1.79,1.5,8.17233,7.1989
1.8,1.5,7.7205,7.0421
1.81,1.5,7.34854,6.84592
1.82,1.5,7.04059,6.70754
1.83,1.5,6.81883,6.51538
1.84,1.5,6.6187,6.39942
1.85,1.5,6.48104,6.27525
1.86,1.5,6.38783,6.09829
1.87,1.5,6.31109,6.00944
1.88,1.5,6.26481,5.87985
1.89,1.5,6.26274,5.76832
1.9,1.5,6.284,5.68575
1.91,1.5,6.34476,5.62609
1.92,1.5,6.40471,5.55329
1.93,1.5,6.47657,5.51254
1.94,1.5,6.53563,5.48022
1.95,1.5,6.59632,5.42709
1.96,1.5,6.65086,5.3637
1.97,1.5,6.67743,5.33899
1.98,1.5,6.69323,5.28365
1.99,1.5,6.69949,5.2012
2,1.5,6.69177,5.1264
1.08,1.55,0.343172,0.0878127
1.09,1.55,1.87023,0.617858
1.1,1.55,3.32125,1.19622
1.11,1.55,4.81904,1.79189
1.12,1.55,6.41782,2.39431
1.13,1.55,8.19659,3.00406
1.14,1.55,10.266,3.60503
1.15,1.55,12.804,4.21694
1.16,1.55,15.9808,4.81597
1.17,1.55,19.987,5.40585
1.18,1.55,24.7845,5.90645
1.19,1.55,29.9298,6.2642
1.2,1.55,34.3495,6.36027
1.21,1.55,36.7536,6.23368
1.22,1.55,36.6259,5.95062
1.23,1.55,34.6051,5.67786
1.24,1.55,31.7338,5.5089
1.25,1.55,28.8176,5.47707
1.26,1.55,26.2659,5.55342
1.27,1.55,24.1146,5.69801
1.28,1.55,22.4032,5.87123
1.29,1.55,21.036,6.07497
1.3,1.55,19.8797,6.27132
1.31,1.55,18.9592,6.43579
1.32,1.55,18.119,6.55185
1.33,1.55,17.3553,6.58673
1.34,1.55,16.6305,6.53203
1.35,1.55,15.9075,6.36895
1.36,1.55,15.1924,6.1204
1.37,1.55,14.5123,5.74943
1.38,1.55,13.9115,5.32276
1.39,1.55,13.4682,4.86863
1.4,1.55,13.1649,4.40511
1.41,1.55,13.1061,3.98043
1.42,1.55,13.2702,3.58496
1.43,1.55,13.7222,3.24654
1.44,1.55,14.5702,2.94577
1.45,1.55,15.916,2.70406
1.46,1.55,17.9306,2.52563
1.47,1.55,20.8966,2.43972
1.48,1.55,25.0721,2.4801
1.49,1.55,28.0199,2.91142
1.5,1.55,29.7345,3.66869
1.51,1.55,31.1758,4.55059
1.52,1.55,31.1337,5.44797
1.53,1.55,29.4333,6.1619
1.54,1.55,26.6812,6.51844
1.55,1.55,23.8034,6.52601
1.56,1.55,21.3095,6.28703
1.57,1.55,19.3814,5.9397
1.58,1.55,18.0345,5.54379
1.59,1.55,17.1673,5.21904
1.6,1.55,16.67,4.96979
1.61,1.55,16.5414,4.83439
1.62,1.55,16.6933,4.89297
1.63,1.55,17.1321,5.08749
1.64,1.55,17.8476,5.43792
1.65,1.55,18.6305,5.91877
1.66,1.55,19.457,6.43931
1.67,1.55,20.0532,6.98891
1.68,1.55,20.217,7.49651
1.69,1.55,19.7607,7.84236
1.7,1.55,18.6399,8.01596
1.71,1.55,16.9999,8.05683
1.72,1.55,15.2457,7.97429
1.73,1.55,13.5836,7.80561
1.74,1.55,12.1155,7.59484
1.75,1.55,10.9022,7.38876
1.76,1.55,9.90032,7.20299
1.77,1.55,9.08392,7.02815
1.78,1.55,8.4235,6.84639
1.79,1.55,7.87331,6.70403
1.8,1.55,7.43169,6.53189
1.81,1.55,7.07918,6.39718
1.82,1.55,6.79528,6.24737
1.83,1.55,6.56247,6.10699
1.84,1.55,6.37251,5.98038
1.85,1.55,6.24096,5.82448
1.86,1.55,6.13181,5.67918
1.87,1.55,6.07899,5.60082
1.88,1.55,6.03984,5.48695
1.89,1.55,6.02945,5.43179
1.9,1.55,6.06305,5.331
1.91,1.55,6.11064,5.26824
1.92,1.55,6.18179,5.21598
1.93,1.55,6.25788,5.21317
1.94,1.55,6.32251,5.15657
1.95,1.55,6.38325,5.11528
1.96,1.55,6.44301,5.07125
1.97,1.55,6.47514,5.04931
1.98,1.55,6.47962,4.98896
1.99,1.55,6.49678,4.92049
2,1.55,6.47032,4.88715
1.08,1.6,0.317279,0.0808452
1.09,1.6,1.74789,0.567608
1.1,1.6,3.11635,1.09916
1.11,1.6,4.52823,1.64835
1.12,1.6,6.03201,2.21014
1.13,1.6,7.69417,2.76752
1.14,1.6,9.64211,3.32731
1.15,1.6,12.0234,3.89132
1.16,1.6,14.9794,4.44171
1.17,1.6,18.7084,4.99132
1.18,1.6,23.1923,5.44428
1.19,1.6,27.9931,5.77223
1.2,1.6,32.1326,5.86998
1.21,1.6,34.4187,5.7362
1.22,1.6,34.3678,5.48168
1.23,1.6,32.5244,5.23243
1.24,1.6,29.9028,5.07706
1.25,1.6,27.2299,5.03221
1.26,1.6,24.9006,5.10929
1.27,1.6,22.9348,5.24031
1.28,1.6,21.3685,5.4111
1.29,1.6,20.12,5.58176
1.3,1.6,19.0742,5.77743
1.31,1.6,18.2046,5.92519
1.32,1.6,17.4493,6.03123
1.33,1.6,16.7462,6.06907
1.34,1.6,16.0663,6.01846
1.35,1.6,15.3892,5.86202
1.36,1.6,14.716,5.61696
1.37,1.6,14.0587,5.30109
1.38,1.6,13.4655,4.90809
1.39,1.6,13.0149,4.48774
1.4,1.6,12.7106,4.05783
1.41,1.6,12.6234,3.66689
1.42,1.6,12.7773,3.30524
1.43,1.6,13.2035,2.98571
1.44,1.6,14.0053,2.73104
1.45,1.6,15.2869,2.5043
1.46,1.6,17.2282,2.34181
1.47,1.6,20.0671,2.2598
1.48,1.6,24.1031,2.31821
1.49,1.6,26.9415,2.74323
1.5,1.6,28.5935,3.46758
1.51,1.6,29.9861,4.32281
1.52,1.6,29.9251,5.18291
1.53,1.6,28.2655,5.85798
1.54,1.6,25.6314,6.19251
1.55,1.6,22.8168,6.19604
1.56,1.6,20.3543,5.97872
1.57,1.6,18.5031,5.61309
1.58,1.6,17.1921,5.25012
1.59,1.6,16.3317,4.92869
1.6,1.6,15.8649,4.66712
1.61,1.6,15.7031,4.54851
1.62,1.6,15.8722,4.55344
1.63,1.6,16.3174,4.71573
1.64,1.6,17,5.04233
1.65,1.6,17.7862,5.46129
1.66,1.6,18.6039,5.94125
1.67,1.6,19.2125,6.44135
1.68,1.6,19.3953,6.91257
1.69,1.6,18.9692,7.26906
1.7,1.6,17.9267,7.46138
1.71,1.6,16.4008,7.49056
1.72,1.6,14.6765,7.38851
1.73,1.6,13.1013,7.25886
1.74,1.6,11.6806,7.09754
1.75,1.6,10.4901,6.90799
1.76,1.6,9.51652,6.7304
1.77,1.6,8.73046,6.53776
1.78,1.6,8.09541,6.39665
1.79,1.6,7.59521,6.2431
1.8,1.6,7.15729,6.08304
1.81,1.6,6.80134,5.98473
1.82,1.6,6.52712,5.81821
1.83,1.6,6.32181,5.69845
1.84,1.6,6.14048,5.57443
