W,Q2,L0+Re,L0+Im,L1+Re,L1+Im,L2+Re,L2+Im,L3+Re,L3+Im,L4+Re,L4+Im,L5+Re,L5+Im,L0-Re,L0-Im,L1-Re,L1-Im,L2-Re,L2-Im,L3-Re,L3-Im,L4-Re,L4-Im,L5-Re,L5-Im,E0+Re,E0+Im,E1+Re,E1+Im,E2+Re,E2+Im,E3+Re,E3+Im,E4+Re,E4+Im,E5+Re,E5+Im,E0-Re,E0-Im,E1-Re,E1-Im,E2-Re,E2-Im,E3-Re,E3-Im,E4-Re,E4-Im,E5-Re,E5-Im,M0+Re,M0+Im,M1+Re,M1+Im,M2+Re,M2+Im,M3+Re,M3+Im,M4+Re,M4+Im,M5+Re,M5+Im,M0-Re,M0-Im,M1-Re,M1-Im,M2-Re,M2-Im,M3-Re,M3-Im,M4-Re,M4-Im,M5-Re,M5-Im,
1.39,2.35,0.378547,-0.154741,-0.008451,-0.00524545,0.00349697,-0.000582828,-0,-0,-0,-0,-0,-0,-0,-0,-0.160278,-0.23488,-0.00495403,-0.00174848,0.00349697,0.000582828,-0.000582828,-0,0.000291414,-0,2.092,0.417,0.079,0.045,0.017,0.001,-0.002,0,0.001,0,0,0,0,0,0,0,-0.41,-0.099,0.063,-0.001,-0.022,0,0.008,0,0,0,-1.196,0.668,-0.102,0.004,0.053,0.001,-0.015,0,0.006,0,0,0,-1.574,-1.674,0.156,0.093,0.012,0.002,0.001,0,0,0,
1.4,2.35,0.375173,-0.15041,-0.00595963,-0.00595963,0.0034055,-0.000283792,-0.000283792,-0,0.000283792,-0,-0,-0,-0,-0,-0.134234,-0.224479,-0.00454067,-0.00170275,0.00368929,0.000567584,-0.000567584,-0,0.000283792,-0,2.148,0.466,0.077,0.044,0.017,0.001,-0.001,0,0.001,0,0,0,0,0,0,0,-0.426,-0.118,0.063,-0.001,-0.023,0,0.009,0,0,0,-1.129,0.592,-0.101,0.003,0.054,0.001,-0.015,0,0.006,0,0,0,-1.385,-1.65,0.172,0.113,0.013,0.002,0.001,0,0,0,
1.41,2.35,0.372572,-0.145273,-0.00386657,-0.00635223,0.00331421,-0.000276184,-0,-0,0.000276184,-0,-0,-0,-0,-0,-0.112959,-0.211557,-0.00386657,-0.0016571,0.00386657,0.000552368,-0.000552368,-0,-0,-0,2.216,0.523,0.076,0.043,0.017,0.001,-0.001,0,0.001,0,0,0,0,0,0,0,-0.443,-0.141,0.062,-0.001,-0.023,0,0.009,0,0,0,-1.063,0.524,-0.099,0.004,0.054,0.001,-0.015,0,0.006,0,0,0,-1.22,-1.6,0.19,0.137,0.015,0.002,0.001,0,0,0,
1.42,2.35,0.371192,-0.138861,-0.00161154,-0.00671477,0.00322309,-0.000268591,-0,-0,0.000268591,-0,-0,-0,-0,-0,-0.0953497,-0.196608,-0.00349168,-0.00188014,0.00376027,0.000805772,-0.000537182,-0,-0,-0,2.294,0.593,0.074,0.041,0.017,0.001,-0.002,0,0.001,0,0,0,0,0,0,0,-0.46,-0.168,0.062,-0.002,-0.023,0,0.009,0,0,0,-1.001,0.463,-0.097,0.005,0.055,0.001,-0.015,0,0.007,0,0,0,-1.077,-1.533,0.207,0.167,0.016,0.002,0.001,0,0,0,
1.43,2.35,0.371161,-0.131029,-0,-0.00652534,0.00313216,-0.000261014,-0,-0,0.000261014,-0,-0,-0,-0,-0,-0.0814362,-0.181665,-0.00287115,-0.00208811,0.0039152,0.000783041,-0.000522027,-0,-0,-0,2.389,0.678,0.073,0.041,0.016,0.002,-0.002,0,0.001,0,0,0,0,0,0,0,-0.478,-0.201,0.061,-0.002,-0.023,0,0.009,0,0,0,-0.94,0.408,-0.096,0.005,0.056,0.002,-0.015,0,0.007,0,0,0,-0.959,-1.457,0.226,0.205,0.017,0.004,0.001,0,0,0,
1.44,2.35,0.372576,-0.121404,0.00177417,-0.00633632,0.00304144,-0.000253453,0.000253453,-0,0.000253453,-0,-0,-0,-0,-0,-0.0707134,-0.166519,-0.00228108,-0.00177417,0.00405525,0.00101381,-0.000506906,-0,-0,-0,2.501,0.782,0.072,0.039,0.016,0.002,-0.001,0,0.001,0,0,0,0,0,0,0,-0.494,-0.244,0.06,-0.003,-0.023,0,0.009,0,0,0,-0.882,0.359,-0.094,0.005,0.056,0.002,-0.015,0,0.007,0,0,0,-0.86,-1.378,0.241,0.252,0.02,0.004,0.001,0,0,0,
1.45,2.35,0.375996,-0.109184,0.00319683,-0.00614775,0.00319683,-0.00049182,0.00024591,-0,0.00024591,-0,-0,-0,-0,-0,-0.0624611,-0.152218,-0.00172137,-0.00172137,0.00418047,0.00098364,-0.00049182,-0,-0,-0,2.634,0.916,0.072,0.038,0.016,0.002,-0.001,0,0.001,0,0,0,0,0,0,0,-0.505,-0.297,0.059,-0.003,-0.024,0,0.008,0,0,0,-0.825,0.314,-0.092,0.005,0.057,0.002,-0.015,0,0.007,0,0,0,-0.779,-1.297,0.253,0.311,0.022,0.005,0.001,0,0,0,
1.46,2.35,0.381893,-0.0944006,0.00429093,-0.00595963,0.00309901,-0.000476771,0.000238385,-0,0.000238385,-0,-0,-0,-0,-0,-0.0557821,-0.13874,-0.000715156,-0.0016687,0.00429093,0.00119193,-0.000476771,-0,-0,-0,2.791,1.092,0.073,0.036,0.017,0.003,-0.002,0,0.001,0,0,0,0,0,0,0,-0.509,-0.361,0.058,-0.003,-0.024,0,0.008,0,0,0,-0.771,0.273,-0.09,0.005,0.058,0.002,-0.015,0,0.007,0,0,0,-0.711,-1.22,0.256,0.384,0.024,0.005,0.001,0,0,0,
1.47,2.35,0.390418,-0.0743433,0.00554111,-0.00577199,0.00300144,-0.00046176,0.00023088,-0,0.00023088,-0,-0,-0,-0,-0,-0.0505627,-0.126291,-0.00023088,-0.00161616,0.0046176,0.0011544,-0.00046176,-0,0.00023088,-0,2.975,1.332,0.074,0.035,0.017,0.003,-0.001,0,0.001,0,0,0,0,0,0,0,-0.498,-0.435,0.057,-0.004,-0.024,0,0.008,0,0,0,-0.721,0.237,-0.089,0.005,0.058,0.003,-0.015,0,0.007,0,0,0,-0.654,-1.147,0.243,0.47,0.026,0.006,0.001,0,0,0,
1.48,2.35,0.40211,-0.0473596,0.00647844,-0.00513807,0.00290413,-0.000446789,0.000223394,-0,0.000223394,-0,-0,-0,-0,-0,-0.046466,-0.114825,0.000446789,-0.00134037,0.00469128,0.00156376,-0.000223394,-0,0.000223394,-0,3.177,1.669,0.073,0.034,0.016,0.004,-0.001,-0.001,0.001,0,0,0,0,0,0,0,-0.467,-0.518,0.055,-0.004,-0.025,0,0.009,0,0,0,-0.671,0.205,-0.087,0.006,0.059,0.003,-0.015,0,0.007,0,0,0,-0.606,-1.078,0.203,0.566,0.029,0.007,0.002,0,0,0,
1.49,2.35,0.392344,0.00280709,0.00755754,-0.00475045,0.00280709,-0.000647789,0.00021593,-0,0.00021593,-0,-0,-0,-0,-0,-0.0431859,-0.104726,0.00129558,-0.000863719,0.00496638,0.00151151,-0.00021593,-0,0.00021593,-0,3.041,2.243,0.074,0.033,0.016,0.004,-0.001,-0.001,0.001,0,0,0,0,0,0,0,-0.408,-0.602,0.054,-0.006,-0.025,0,0.009,0,0,0,-0.625,0.175,-0.085,0.006,0.06,0.003,-0.015,0,0.007,0,0,0,-0.565,-1.013,0.131,0.662,0.032,0.009,0.003,0,0,0,
1.5,2.35,0.354427,0.0560829,0.00833946,-0.00416973,0.00291881,-0.00062546,0.000208487,0.000208487,0.000208487,-0,-0,-0,-0,-0,-0.0404464,-0.0948614,0.00166789,-0.000208487,0.00500368,0.00187638,-0.000208487,-0,0.000208487,-0,2.641,2.771,0.075,0.033,0.016,0.004,-0.001,-0.001,0.001,0,0,0,0,0,0,0,-0.318,-0.669,0.052,-0.006,-0.025,0,0.009,0,0,0,-0.581,0.15,-0.083,0.006,0.06,0.003,-0.015,0,0.007,0,0,0,-0.53,-0.954,0.02,0.74,0.036,0.01,0.003,0,0,0,
1.51,2.35,0.307228,0.0989243,0.00904795,-0.00382025,0.00281492,-0.000804263,0.000201066,0.000201066,0.000201066,-0,-0,-0,-0,-0,-0.0382025,-0.0862572,0.00221172,0.000402131,0.00542877,0.00221172,-0.000201066,-0,0.000201066,-0,2.148,3.195,0.078,0.032,0.016,0.004,-0.001,-0.001,0.001,0,0,0,0,0,0,0,-0.205,-0.706,0.05,-0.007,-0.025,0,0.009,0,0,0,-0.539,0.126,-0.081,0.007,0.061,0.003,-0.015,0,0.007,0,0,0,-0.498,-0.899,-0.118,0.779,0.039,0.012,0.003,0,0,0,
1.52,2.35,0.249057,0.125884,0.00948972,-0.00309869,0.00271135,-0.000774671,0.000193668,0.000193668,0.000193668,-0,-0,-0,-0,-0,-0.0360222,-0.0784355,0.00193668,0.00135567,0.00561637,0.00213035,-0.000193668,-0,0.000193668,-0,1.529,3.438,0.081,0.031,0.015,0.004,-0.001,-0.001,0.001,0,0,0,0,0,0,0,-0.089,-0.704,0.048,-0.008,-0.025,0,0.009,0,0,0,-0.5,0.105,-0.08,0.007,0.061,0.004,-0.015,0,0.007,0,0,0,-0.469,-0.85,-0.259,0.769,0.043,0.014,0.003,0,0,0,
1.53,2.35,0.189461,0.132082,0.0100599,-0.00260811,0.00260811,-0.000745175,0.000186294,0.000186294,0.000186294,-0,-0,-0,-0,-0,-0.034278,-0.0709779,0.00167664,0.00204923,0.0059614,0.00260811,-0.000186294,-0,0.000186294,-0,0.886,3.436,0.085,0.031,0.016,0.005,-0.001,-0.001,0.001,0,0,0,0,0,0,0,0.013,-0.668,0.045,-0.01,-0.026,0,0.009,0,0,0,-0.463,0.087,-0.078,0.007,0.062,0.004,-0.015,0,0.007,0,0,0,-0.443,-0.803,-0.38,0.716,0.047,0.017,0.003,0,0,0,
1.54,2.35,0.13904,0.121682,0.0103788,-0.00196838,0.00250522,-0.000715776,0.000178944,0.000178944,0.000178944,-0,-0,-0,-0,-0,-0.0327468,-0.0644199,0.00125261,0.00232627,0.0060841,0.00304205,-0.000178944,-0,0.000178944,-0,0.349,3.218,0.087,0.031,0.015,0.005,-0.001,-0.001,0,0,0,0,0,0,0,0,0.089,-0.611,0.042,-0.012,-0.026,0,0.009,0,0,0,-0.428,0.072,-0.076,0.008,0.063,0.005,-0.014,0,0.007,0,0,0,-0.418,-0.76,-0.469,0.641,0.051,0.02,0.003,0,0,0,
1.55,2.35,0.102457,0.103315,0.010812,-0.00137296,0.00257429,-0.000686478,0.000171619,0.000171619,0.000171619,-0,-0,-0,-0,-0,-0.0312347,-0.0583506,0.000686478,0.00240267,0.00652154,0.00343239,-0.000171619,-0,0.000171619,-0,-0.01,2.886,0.09,0.031,0.015,0.005,0,-0.001,0.001,0,-0.001,0,0,0,0,0,0.14,-0.549,0.038,-0.015,-0.026,0,0.009,0,0,0,-0.396,0.057,-0.074,0.009,0.064,0.005,-0.014,0,0.007,0,0,0,-0.396,-0.719,-0.524,0.559,0.057,0.024,0.004,0,0,0,
1.56,2.35,0.0782166,0.0849538,0.0110095,-0.000657282,0.00246481,-0.000821603,0.000164321,0.000164321,0.000164321,-0,-0,-0,-0,-0,-0.0299064,-0.0527469,0.000164321,0.00230049,0.00673715,0.00394369,-0.000164321,-0,0.000164321,-0,-0.199,2.539,0.094,0.032,0.014,0.007,0,-0.001,0.001,0,-0.001,0,0,0,0,0,0.169,-0.491,0.035,-0.018,-0.026,0,0.009,0,0,0,-0.366,0.044,-0.072,0.009,0.064,0.005,-0.014,0,0.007,0,0,0,-0.375,-0.682,-0.554,0.483,0.061,0.03,0.004,0,0,0,
1.57,2.35,0.0617199,0.0702005,0.0113075,-0,0.00235572,-0.000785241,0.000157048,0.000157048,0.000157048,-0,-0,-0,-0,-0,-0.0284257,-0.0474285,-0,0.00204163,0.00691012,0.0045544,-0.000157048,-0,0.000157048,-0,-0.261,2.235,0.098,0.033,0.013,0.007,0,-0.001,0.002,0,-0.001,0,0,0,0,0,0.185,-0.441,0.031,-0.022,-0.026,0,0.009,0,0,0,-0.339,0.033,-0.071,0.009,0.064,0.005,-0.014,0,0.007,0,0,0,-0.355,-0.648,-0.567,0.418,0.067,0.036,0.004,0,0,0,
1.58,2.35,0.0491353,0.0588724,0.011385,0.000599211,0.00239684,-0.000898816,0.000149803,0.000149803,0.000149803,-0,-0,-0,-0,-0,-0.0274139,-0.0426938,-0.000149803,0.00179763,0.00719053,0.00524309,-0,-0,0.000149803,-0,-0.242,1.999,0.102,0.035,0.013,0.007,0,-0.001,0.002,0,0,0,0,0,0,0,0.192,-0.401,0.026,-0.027,-0.025,0,0.009,0,0,0,-0.312,0.022,-0.068,0.01,0.065,0.006,-0.014,0,0.007,0,0,0,-0.338,-0.615,-0.57,0.364,0.073,0.044,0.004,0,0,0,
1.59,2.35,0.0386405,0.048764,0.0114068,0.00128326,0.00228136,-0.000855509,0.000142585,0.000142585,0.000142585,-0,-0,-0,-0,-0,-0.0262356,-0.0380701,-0.00028517,0.00156843,0.00741441,0.00598856,-0,-0,0.000142585,-0,-0.176,1.837,0.106,0.038,0.012,0.008,0,-0.001,0.002,0,0,0,0,0,0,0,0.196,-0.368,0.022,-0.034,-0.026,0,0.009,0,0,0,-0.288,0.014,-0.067,0.01,0.065,0.007,-0.014,0,0.007,0,0,0,-0.32,-0.585,-0.566,0.321,0.078,0.054,0.004,0,0,0,
1.6,2.35,0.0301931,0.038723,0.0112378,0.00203093,0.00230172,-0.000947766,0.00027079,0.000135395,0.000135395,-0,-0,-0,-0,-0,-0.0251835,-0.0339842,-0.00027079,0.00121856,0.00731133,0.00704054,-0,-0,0.000135395,-0,-0.089,1.745,0.109,0.041,0.011,0.008,0,-0.001,0.002,0,0,0,0,0,0,0,0.2,-0.344,0.019,-0.042,-0.026,0,0.009,0,0,0,-0.265,0.005,-0.065,0.011,0.066,0.007,-0.013,0,0.008,0,0,0,-0.304,-0.556,-0.562,0.287,0.083,0.067,0.004,0,0,0,
1.61,2.35,0.0239798,0.0291091,0.0111564,0.00269292,0.00243645,-0.000897639,0.000256468,0.000128234,0.000128234,-0,-0,-0,-0,-0,-0.024108,-0.030135,-0.000256468,0.00102587,0.00718111,0.00807875,-0,-0,0.000128234,-0,0.005,1.72,0.113,0.044,0.01,0.008,0,-0.001,0.001,0,0,0,0,0,0,0,0.205,-0.323,0.015,-0.052,-0.026,0,0.009,0,0,0,-0.244,-0.003,-0.064,0.011,0.067,0.007,-0.013,0,0.008,0,0,0,-0.291,-0.529,-0.556,0.26,0.087,0.083,0.004,0,0.001,0,
1.62,2.35,0.0207085,0.0205874,0.0107781,0.00339087,0.00230095,-0.000968819,0.000242205,0.000121102,0.000121102,-0,-0,-0,-0,-0,-0.0231306,-0.0267636,-0.000363307,0.000968819,0.00653953,0.00932488,-0,-0,0.000121102,-0,0.091,1.756,0.116,0.049,0.008,0.008,0,-0.001,0.002,0,0,0,0,0,0,0,0.211,-0.306,0.015,-0.065,-0.026,0,0.009,0,0,0,-0.223,-0.01,-0.063,0.012,0.067,0.008,-0.013,0,0.008,0,0,0,-0.28,-0.502,-0.552,0.236,0.087,0.1,0.004,0,0.001,0,
1.63,2.35,0.0194941,0.0140221,0.010488,0.00410402,0.00239401,-0.000798003,0.000228001,0.000114,0.000114,-0,-0,-0,-0,-0,-0.0222301,-0.0234841,-0.000228001,0.000684003,0.00570002,0.010602,0.000114,-0,0.000114,-0,0.152,1.854,0.119,0.055,0.007,0.008,0.001,-0.001,0.002,0,0,0,0,0,0,0,0.22,-0.289,0.017,-0.08,-0.026,0,0.009,0,0,0,-0.204,-0.017,-0.063,0.011,0.068,0.009,-0.013,0,0.008,0,0,0,-0.269,-0.476,-0.549,0.219,0.083,0.122,0.004,0,0.001,0,
1.64,2.35,0.0197818,0.0101582,0.00994439,0.00470487,0.00235244,-0.000641573,0.000213858,0.000106929,0.000106929,-0,-0,-0,-0,-0,-0.0212789,-0.0205303,-0.000106929,0.000534645,0.00449101,0.0116553,0.000106929,-0,0.000106929,-0,0.17,2.008,0.121,0.061,0.005,0.007,0,-0.001,0.002,0,0,0,0,0,0,0,0.23,-0.273,0.022,-0.094,-0.026,0,0.009,0,0,0,-0.184,-0.024,-0.062,0.011,0.068,0.009,-0.013,0,0.008,0,0,0,-0.262,-0.453,-0.546,0.203,0.072,0.143,0.004,0,0.001,0,
1.65,2.35,0.0202773,0.00928959,0.00928959,0.00519418,0.00229743,-0.000599329,0.000199776,9.98881e-05,9.98881e-05,-0,-0,-0,-0,-0,-0.0204771,-0.0177801,-9.98881e-05,0.000399552,0.00269698,0.0122862,9.98881e-05,-0,9.98881e-05,-0,0.12,2.207,0.12,0.069,0.003,0.005,0,-0.001,0.002,0,0,0,0,0,0,0,0.24,-0.257,0.033,-0.11,-0.026,0,0.009,0,0,0,-0.166,-0.031,-0.061,0.011,0.068,0.01,-0.012,0,0.008,0,0,0,-0.255,-0.431,-0.546,0.19,0.054,0.164,0.005,0,0.001,0,
1.66,2.35,0.0195974,0.010681,0.00854483,0.00557272,0.00232196,-0.000371514,0.000185757,0.000185757,9.28786e-05,-0,-0,-0,-0,-0,-0.0196903,-0.0156036,-9.28786e-05,0.000278636,0.00065015,0.0123529,9.28786e-05,-0,9.28786e-05,-0,-0.021,2.427,0.12,0.076,0.002,0.004,0.001,-0.001,0.002,0,0,0,0,0,0,0,0.25,-0.239,0.049,-0.121,-0.026,0,0.009,0,0,0,-0.151,-0.037,-0.061,0.009,0.068,0.011,-0.012,0,0.008,0,0,0,-0.252,-0.412,-0.546,0.176,0.029,0.178,0.005,0,0.001,0,
1.67,2.35,0.0165789,0.0136582,0.00781697,0.00592715,0.00214752,-0.000257702,0.000171802,0.000171802,8.59008e-05,-0,-0,-0,-0,-0,-0.0188123,-0.0134005,-0,0.000171802,-0.00128851,0.0116825,8.59008e-05,-0,-0,-0,-0.268,2.628,0.118,0.084,0.001,0.002,0.001,-0.002,0.001,0,0,0,0,0,0,0,0.26,-0.22,0.067,-0.126,-0.026,0,0.009,0,0,0,-0.136,-0.045,-0.059,0.008,0.069,0.011,-0.012,0,0.008,0,0,0,-0.25,-0.394,-0.547,0.164,0,0.184,0.005,0,0.001,0,
1.68,2.35,0.0108169,0.0159489,0.0068691,0.00607955,0.00197388,-7.89551e-05,0.00015791,0.00015791,7.89551e-05,-0,-0,-0,-0,-0,-0.0180018,-0.0115275,7.89551e-05,7.89551e-05,-0.00276343,0.010501,7.89551e-05,-0,-0,-0,-0.619,2.755,0.114,0.092,0.001,-0.001,0.001,-0.002,0.001,0,0,0,0,0,0,0,0.268,-0.199,0.086,-0.126,-0.026,0,0.009,0,0,0,-0.121,-0.05,-0.058,0.006,0.069,0.012,-0.012,0,0.008,0,0,0,-0.249,-0.378,-0.549,0.153,-0.028,0.18,0.005,0,0.001,0,
1.69,2.35,0.00374619,0.0155611,0.00597949,0.00612358,0.00180105,7.20421e-05,0.000144084,0.000144084,7.20421e-05,-0,-0,-0,-0,-0,-0.017074,-0.0100138,7.20421e-05,-0,-0.00381823,0.00893322,7.20421e-05,-0,-0,-0,-1.034,2.753,0.108,0.099,0.002,-0.002,0.001,-0.002,0.002,0,0,0,0,0,0,0,0.273,-0.178,0.104,-0.121,-0.026,0,0.009,0,0,0,-0.104,-0.055,-0.056,0.005,0.069,0.013,-0.011,0,0.008,0,0,0,-0.25,-0.366,-0.55,0.142,-0.051,0.169,0.006,0,0.001,0,
1.7,2.35,-0.00241099,0.0125111,0.00495231,0.0059949,0.00156389,0.000130324,0.000130324,0.000195486,6.5162e-05,-0,-0,-0,-0,-0,-0.0160299,-0.00866655,0.000130324,-0,-0.00430069,0.00736331,6.5162e-05,-0,-0,-0,-1.432,2.597,0.101,0.105,0.003,-0.005,0.001,-0.002,0.002,0,0,0,0,0,0,0,0.277,-0.158,0.116,-0.113,-0.026,0,0.009,0,0,0,-0.086,-0.06,-0.054,0.003,0.069,0.014,-0.011,0,0.008,0,0,0,-0.252,-0.354,-0.551,0.131,-0.069,0.154,0.006,0,0.001,0,
1.71,2.35,-0.00635637,0.00804751,0.00402376,0.0057149,0.00139957,0.000174946,5.83153e-05,0.000174946,5.83153e-05,-0,-0,-0,-0,-0,-0.0149287,-0.00752267,0.000174946,-5.83153e-05,-0.00431533,0.00588985,5.83153e-05,-0,-5.83153e-05,-0,-1.739,2.32,0.092,0.109,0.004,-0.005,0.001,-0.002,0.002,0,0,0,0,0,0,0,0.279,-0.138,0.124,-0.102,-0.026,0,0.009,0,0,0,-0.069,-0.064,-0.051,0.001,0.069,0.015,-0.011,0,0.009,0,0,0,-0.256,-0.347,-0.552,0.12,-0.081,0.138,0.006,0,0.001,0,
1.72,2.35,-0.00782835,0.00370817,0.00319314,0.00525324,0.00118455,0.000206009,5.15023e-05,0.000154507,5.15023e-05,-0,-0,-0,-0,-0,-0.0136481,-0.00638629,0.000206009,-0.000103005,-0.00406868,0.00458371,5.15023e-05,-0,-5.15023e-05,-0,-1.92,1.995,0.083,0.113,0.005,-0.006,0.002,-0.003,0.002,0,-0.001,0,0,0,0,0,0.28,-0.119,0.131,-0.093,-0.026,0,0.009,0,0,0,-0.05,-0.067,-0.048,0.001,0.069,0.016,-0.011,0,0.009,0,0,0,-0.26,-0.34,-0.551,0.112,-0.086,0.123,0.006,0,0.001,0,
1.73,2.35,-0.00769243,0.000313064,0.00241507,0.00469596,0.000983916,0.000178894,4.47235e-05,0.00013417,4.47235e-05,-0,-0,-0,-0,-0,-0.0122542,-0.00545626,0.000223617,-0.00013417,-0.00366732,0.00353315,8.94469e-05,-0,-4.47235e-05,-0,-1.992,1.68,0.073,0.113,0.006,-0.006,0.003,-0.003,0.002,0,0,0,0,0,0,0,0.279,-0.1,0.134,-0.083,-0.026,0,0.009,0,0,0,-0.031,-0.069,-0.045,-0.001,0.069,0.017,-0.01,0,0.009,0,0,0,-0.263,-0.335,-0.553,0.102,-0.089,0.109,0.007,0,0.001,0,
1.74,2.35,-0.00664633,-0.00182299,0.00178501,0.00406375,0.000797559,0.000151916,3.7979e-05,0.000151916,3.7979e-05,-0,-0,-0,-0,-0,-0.0107481,-0.00459546,0.000227874,-0.000113937,-0.00311428,0.00262055,7.5958e-05,-0,-3.7979e-05,-0,-1.989,1.406,0.064,0.113,0.007,-0.008,0.003,-0.003,0.001,0,0,0,0,0,0,0,0.277,-0.083,0.136,-0.075,-0.026,0,0.009,0,0,0,-0.013,-0.069,-0.043,-0.001,0.069,0.019,-0.01,0,0.009,0,0,0,-0.267,-0.33,-0.553,0.093,-0.09,0.097,0.007,0,0.001,0,
1.75,2.35,-0.00528451,-0.00287678,0.00125077,0.00334582,0.000656655,0.000125077,3.12693e-05,0.000125077,3.12693e-05,-0,-0,-0,-0,-0,-0.00903683,-0.00372105,0.000250154,-0.000125077,-0.00256408,0.00196997,6.25386e-05,-0,-3.12693e-05,-0,-1.94,1.179,0.054,0.11,0.008,-0.008,0.003,-0.003,0.001,0,0,0,0,0,0,0,0.273,-0.068,0.136,-0.068,-0.026,0,0.009,0,0,0,0.005,-0.069,-0.041,-0.001,0.068,0.02,-0.011,0,0.009,0,0,0,-0.27,-0.326,-0.553,0.085,-0.09,0.087,0.007,0,0.001,0,
1.76,2.35,-0.00391055,-0.00309893,0.000811624,0.00258244,0.000491893,9.83786e-05,2.45947e-05,9.83786e-05,2.45947e-05,-0,-0,-0,-0,-0,-0.00728002,-0.00287757,0.000196757,-0.000122973,-0.00201676,0.00135271,4.91893e-05,-0,-2.45947e-05,-0,-1.864,0.998,0.047,0.107,0.009,-0.008,0.003,-0.003,0.002,0,0,0,0,0,0,0,0.269,-0.055,0.135,-0.062,-0.026,0,0.009,0,0,0,0.022,-0.067,-0.037,-0.001,0.068,0.021,-0.011,0,0.009,0,0,0,-0.271,-0.322,-0.553,0.078,-0.089,0.078,0.007,0,0.002,0,
1.77,2.35,-0.00260353,-0.00272921,0.00050275,0.00188531,0.000359107,7.18214e-05,-0,7.18214e-05,1.79554e-05,-0,-0,-0,-0,-0,-0.00540456,-0.00210078,0.000161598,-7.18214e-05,-0.00143643,0.000915723,3.59107e-05,-0,-1.79554e-05,-0,-1.779,0.855,0.039,0.102,0.009,-0.008,0.003,-0.003,0.002,0,0,0,0,0,0,0,0.265,-0.042,0.135,-0.056,-0.026,0,0.009,0,0,0,0.039,-0.065,-0.035,-0.002,0.066,0.022,-0.011,0,0.009,0,0,0,-0.271,-0.318,-0.554,0.071,-0.087,0.07,0.007,0,0.002,0,
1.78,2.35,-0.00150977,-0.00194114,0.000249737,0.00115787,0.000215682,4.54067e-05,-0,4.54067e-05,1.13517e-05,-0,-0,-0,-0,-0,-0.00346226,-0.00129409,0.000113517,-6.811e-05,-0.000896782,0.000533529,2.27033e-05,-0,-1.13517e-05,-0,-1.688,0.743,0.033,0.097,0.011,-0.008,0.003,-0.003,0.002,0,0,0,0,0,0,0,0.261,-0.03,0.133,-0.052,-0.027,0,0.009,0,0,0,0.054,-0.063,-0.033,-0.002,0.065,0.023,-0.011,0,0.009,0,0,0,-0.271,-0.314,-0.555,0.065,-0.085,0.064,0.007,0,0.002,0,
1.79,2.35,-0.000574064,-0.000875448,8.61096e-05,0.000478387,9.08935e-05,2.39193e-05,-4.78387e-06,2.39193e-05,4.78387e-06,-0,-0,-0,-0,-0,-0.00147822,-0.000540577,5.74064e-05,-2.39193e-05,-0.000373142,0.000205706,9.56774e-06,-0,-4.78387e-06,-0,-1.598,0.659,0.028,0.091,0.011,-0.007,0.004,-0.004,0.002,0,0,0,0,0,0,0,0.256,-0.021,0.131,-0.048,-0.027,0,0.009,0,0,0,0.068,-0.06,-0.031,-0.002,0.063,0.025,-0.011,0,0.009,0,0,0,-0.268,-0.309,-0.555,0.06,-0.083,0.059,0.008,0,0.002,0,
1.8,2.35,0.000190511,0.000333832,-2.7965e-05,-0.000171286,-3.14606e-05,-8.73906e-06,1.74781e-06,-8.73906e-06,-1.74781e-06,0,0,0,0,0,0.000543569,0.000194007,-2.09737e-05,1.04869e-05,0.000132834,-6.81646e-05,-3.49562e-06,0,1.74781e-06,0,-1.512,0.597,0.023,0.085,0.011,-0.007,0.004,-0.004,0.002,0,0,0,0,0,0,0,0.252,-0.011,0.129,-0.045,-0.027,0,0.009,0,0,0,0.081,-0.057,-0.028,-0.002,0.062,0.025,-0.01,0,0.009,0,0,0,-0.266,-0.304,-0.556,0.054,-0.081,0.054,0.008,0,0.002,0,
1.81,2.35,0.000799584,0.00161566,-0.000107161,-0.000783098,-0.000148376,-4.12157e-05,8.24314e-06,-4.12157e-05,-8.24314e-06,0,0,0,0,0,0.00258835,0.000898502,-0.000107161,4.94588e-05,0.000626479,-0.00028851,-1.64863e-05,0,8.24314e-06,0,-1.429,0.552,0.02,0.079,0.011,-0.007,0.004,-0.004,0.001,0,0,0,0,0,0,0,0.247,-0.002,0.128,-0.042,-0.027,0,0.009,0,0,0,0.094,-0.053,-0.026,-0.003,0.06,0.026,-0.01,0,0.009,0,0,0,-0.263,-0.298,-0.556,0.049,-0.078,0.05,0.008,0,0.002,0,
1.82,2.35,0.00129377,0.00291098,-0.000147019,-0.00136728,-0.000249932,-7.35095e-05,1.47019e-05,-7.35095e-05,-1.47019e-05,0,0,0,0,0,0.0046458,0.0015584,-0.000205827,0.000102913,0.00108794,-0.000499864,-2.94038e-05,0,1.47019e-05,0,-1.35,0.525,0.018,0.073,0.012,-0.007,0.005,-0.004,0.001,0,0,0,0,0,0,0,0.242,0.005,0.126,-0.04,-0.027,0,0.009,0,0,0,0.104,-0.05,-0.023,-0.003,0.058,0.027,-0.01,0,0.009,0,0,0,-0.259,-0.292,-0.558,0.045,-0.076,0.045,0.008,0,0.002,0,
