W,Q2,L0+Re,L0+Im,L1+Re,L1+Im,L2+Re,L2+Im,L3+Re,L3+Im,L4+Re,L4+Im,L5+Re,L5+Im,L0-Re,L0-Im,L1-Re,L1-Im,L2-Re,L2-Im,L3-Re,L3-Im,L4-Re,L4-Im,L5-Re,L5-Im,E0+Re,E0+Im,E1+Re,E1+Im,E2+Re,E2+Im,E3+Re,E3+Im,E4+Re,E4+Im,E5+Re,E5+Im,E0-Re,E0-Im,E1-Re,E1-Im,E2-Re,E2-Im,E3-Re,E3-Im,E4-Re,E4-Im,E5-Re,E5-Im,M0+Re,M0+Im,M1+Re,M1+Im,M2+Re,M2+Im,M3+Re,M3+Im,M4+Re,M4+Im,M5+Re,M5+Im,M0-Re,M0-Im,M1-Re,M1-Im,M2-Re,M2-Im,M3-Re,M3-Im,M4-Re,M4-Im,M5-Re,M5-Im,
1.08,0,-1.451,0.2,-0.074,-0.001,0,0,0,0,0,0,0,0,0,0,0.117,-0.001,0.035,0,0,0,0,0,0,0,-0.472,0.388,-0.076,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,-0.085,0,0.001,0,0,0,0,0,0,0,1.732,0.003,-0.006,0,0,0,0,0,0,0,0,0,-1.129,0.003,0.003,0,0,0,0,0,0,0,
1.09,0,-1.643,0.652,-0.131,-0.009,0,0,0,0,0,0,0,0,0,0,0.188,-0.004,0.079,0,-0.002,0,0,0,0,0,-0.609,1.231,-0.124,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,-0.198,0.001,0.003,0,0,0,0,0,0,0,2.97,0.053,-0.016,0,0.001,0,0,0,0,0,0,0,-1.729,0.009,0.009,0,0,0,0,0,0,0,
1.1,0,-1.832,0.879,-0.184,-0.03,0,0,0,0,0,0,0,0,0,0,0.245,-0.007,0.117,0,-0.003,0,0,0,0,0,-0.732,1.605,-0.163,-0.046,0,0,0,0,0,0,0,0,0,0,0,0,-0.299,0,0.006,0,0,0,0,0,0,0,4.105,0.186,-0.026,0,0.001,0,0,0,0,0,0,0,-2.12,0.019,0.014,0,0,0,0,0,0,0,
1.11,0,-2.015,1.059,-0.239,-0.065,-0.001,0,0,0,0,0,0,0,0,0,0.296,-0.007,0.149,-0.001,-0.005,0,0,0,0,0,-0.847,1.875,-0.197,-0.094,-0.001,0,0,0,0,0,0,0,0,0,0,0,-0.391,0.002,0.01,0,0,0,0,0,0,0,5.283,0.426,-0.034,0,0.001,0,0,0,0,0,0,0,-2.408,0.033,0.022,0,0,0,0,0,0,0,
1.12,0,-2.191,1.216,-0.297,-0.115,-0.002,0,0,0,0,0,0,0,0,0,0.346,-0.002,0.177,-0.001,-0.007,0,0,0,0,0,-0.953,2.093,-0.229,-0.159,-0.001,0,0,0,0,0,0,0,0,0,0,0,-0.474,0.002,0.013,0,0,0,0,0,0,0,6.562,0.82,-0.043,0,0.002,0,0,0,0,0,0,0,-2.627,0.051,0.03,0,0,0,0,0,0,0,
1.13,0,-2.361,1.361,-0.355,-0.185,-0.002,0,0,0,0,0,0,0,0,0,0.394,0.007,0.2,-0.001,-0.008,0,0,0,0,0,-1.05,2.278,-0.254,-0.242,-0.001,0,0,0,0,0,0,0,0,0,0,0,-0.549,0.003,0.017,0,0,0,0,0,0,0,7.98,1.43,-0.052,0,0.003,0,0,0,0,0,0,0,-2.794,0.071,0.038,0.001,0.001,0,0,0,0,0,
1.14,0,-2.525,1.491,-0.413,-0.28,-0.002,0,0,0,0,0,0,0,0,0,0.443,0.025,0.221,-0.002,-0.011,0,0,0,0,0,-1.139,2.433,-0.269,-0.347,-0.001,0.001,0,0,0,0,0,0,0,0,0,0,-0.617,0.005,0.022,0,-0.001,0,0,0,0,0,9.55,2.349,-0.061,0,0.005,0,0,0,0,0,0,0,-2.92,0.097,0.048,0.001,0,0,0,0,0,0,
1.15,0,-2.681,1.613,-0.462,-0.405,-0.002,0.001,0,0,0,0,0,0,0,0,0.492,0.049,0.236,-0.002,-0.012,0,0,0,0,0,-1.221,2.571,-0.267,-0.474,-0.001,0.001,0,0,0,0,0,0,0,0,0,0,-0.678,0.007,0.026,0,-0.001,0,0,0,0,0,11.255,3.704,-0.069,0,0.006,0,0,0,0,0,0,0,-3.01,0.125,0.059,0.002,0.001,0,0,0,0,0,
1.16,0,-2.831,1.729,-0.493,-0.564,-0.003,0.001,0,0,0,0,0,0,0,0,0.542,0.081,0.251,-0.004,-0.015,0,0,0,0,0,-1.296,2.694,-0.237,-0.626,-0.002,0.002,0,0,0,0,0,0,0,0,0,0,-0.734,0.01,0.031,0,-0.002,0,0,0,0,0,13.009,5.664,-0.077,-0.001,0.007,0,0,0,0,0,0,0,-3.07,0.157,0.071,0.003,0.001,0,0,0,0,0,
1.17,0,-2.973,1.836,-0.489,-0.76,-0.003,0.002,0,0,0,0,0,0,0,0,0.594,0.12,0.26,-0.005,-0.016,0,0.001,0,0,0,-1.366,2.803,-0.162,-0.794,-0.002,0.002,0,0,0,0,0,0,0,0,0,0,-0.784,0.014,0.036,0,-0.002,0,0,0,0,0,14.601,8.411,-0.085,-0.001,0.008,0,0,0,0,0,0,0,-3.102,0.192,0.084,0.004,0.001,0,0,0,0,0,
1.18,0,-3.108,1.939,-0.42,-0.986,-0.003,0.002,0,0,0,0,0,0,0,0,0.646,0.167,0.268,-0.008,-0.019,0,0.001,0,0,0,-1.427,2.905,-0.022,-0.966,-0.003,0.003,0,0,0,0,0,0,0,0,0,0,-0.828,0.018,0.042,0.001,-0.002,0,0,0,0,0,15.607,12.062,-0.091,-0.002,0.009,0,0,0,0,0,0,0,-3.11,0.231,0.099,0.006,0.002,0,0,0,0,0,
1.19,0,-3.238,2.04,-0.258,-1.211,-0.004,0.003,0,0,0,0,0,0,0,0,0.701,0.221,0.274,-0.01,-0.021,0,0.001,0,0,0,-1.482,3.001,0.198,-1.108,-0.003,0.004,0,0,0,0,0,0,0,0,0,0,-0.869,0.023,0.047,0.001,-0.002,0,0,0,0,0,15.394,16.447,-0.097,-0.002,0.011,0,-0.001,0,0,0,0,0,-3.096,0.273,0.114,0.007,0.003,0.001,0,0,0,0,
1.2,0,-3.361,2.134,0.013,-1.378,-0.004,0.004,0,0,0,0,0,0,0,0,0.757,0.284,0.277,-0.012,-0.022,0,0.001,0,0,0,-1.531,3.089,0.492,-1.166,-0.004,0.004,0,0,0,0,0,0,0,0,0,0,-0.904,0.03,0.054,0.001,-0.002,0,0,0,0,0,13.331,20.883,-0.103,-0.002,0.012,0,0,0,0,0,0,0,-3.059,0.318,0.131,0.01,0.004,0.001,0,0,0,0,
1.21,0,-3.477,2.227,0.357,-1.425,-0.006,0.004,0,0,0,0,0,0,0,0,0.812,0.355,0.277,-0.016,-0.025,0,0.001,0,0,0,-1.573,3.174,0.811,-1.099,-0.004,0.005,0,0,0,0,0,0,0,0,0,0,-0.935,0.04,0.059,0.001,-0.003,0,0,0,0,0,9.338,24.246,-0.107,-0.003,0.016,0,-0.001,0,0,0,0,0,-3.003,0.365,0.15,0.013,0.005,0.001,0.001,0,0,0,
1.22,0,-3.587,2.317,0.696,-1.326,-0.005,0.005,0,0,0,0,0,0,0,0,0.869,0.434,0.275,-0.021,-0.027,-0.001,0.001,0,0,0,-1.611,3.255,1.08,-0.907,-0.005,0.006,0,0,0,0,0,0,0,0,0,0,-0.961,0.049,0.066,0.002,-0.004,0,0,0,0,0,4.245,25.62,-0.113,-0.003,0.017,0,-0.001,0,0,0,0,0,-2.929,0.418,0.17,0.017,0.006,0.001,0.001,0,0,0,
1.23,0,-3.69,2.403,0.954,-1.117,-0.007,0.006,0,0,0,0,0,0,0,0,0.922,0.525,0.271,-0.025,-0.029,-0.001,0.001,0,0,0,-1.638,3.333,1.242,-0.645,-0.005,0.007,0,-0.001,0,0,0,0,0,0,0,0,-0.984,0.062,0.073,0.002,-0.004,0,0,0,0,0,-0.693,24.959,-0.116,-0.003,0.02,0,-0.001,0,0,0,0,0,-2.837,0.494,0.19,0.021,0.007,0.001,0,0,0,0,
1.24,0,-3.788,2.488,1.103,-0.868,-0.007,0.007,0,-0.001,0,0,0,0,0,0,0.974,0.623,0.265,-0.032,-0.031,-0.001,0.002,0,0,0,-1.663,3.408,1.293,-0.38,-0.005,0.008,0,-0.001,0,0,0,0,0,0,0,0,-1.003,0.075,0.08,0.003,-0.004,0,0,0,0,0,-4.61,22.955,-0.119,-0.005,0.022,0.001,-0.001,0,0,0,0,0,-2.728,0.567,0.214,0.027,0.01,0.002,0,0,0,0,
1.25,0,-3.88,2.57,1.157,-0.631,-0.008,0.008,0,-0.001,0,0,0,0,0,0,1.023,0.73,0.257,-0.038,-0.034,-0.001,0.001,0,0,0,-1.68,3.48,1.263,-0.154,-0.006,0.009,0,-0.001,0,0,0,0,0,0,0,0,-1.018,0.091,0.087,0.004,-0.006,0,0,0,0,0,-7.309,20.395,-0.123,-0.006,0.024,0.001,-0.001,0,0,0,0,0,-2.604,0.647,0.238,0.033,0.012,0.002,0,0,0,0,
1.26,0,-3.969,2.65,1.149,-0.431,-0.008,0.009,0,-0.001,0,0,0,0,0,0,1.063,0.849,0.248,-0.046,-0.037,-0.003,0.002,0,0,0,-1.693,3.552,1.188,0.019,-0.006,0.01,0,-0.001,0,0,0,0,0,0,0,0,-1.028,0.109,0.094,0.005,-0.006,0,0,0,0,0,-8.965,17.816,-0.124,-0.006,0.028,0.001,-0.001,0,0,0,0,0,-2.468,0.739,0.264,0.04,0.015,0.002,0.001,0,0,0,
1.27,0,-4.052,2.724,1.104,-0.27,-0.009,0.01,0,-0.001,0,0,0,0,0,0,1.098,0.976,0.236,-0.056,-0.04,-0.003,0.003,0,0,0,-1.699,3.62,1.093,0.145,-0.007,0.011,0,-0.001,0,0,0,0,0,0,0,0,-1.036,0.13,0.102,0.006,-0.006,0,0,0,0,0,-9.872,15.468,-0.126,-0.006,0.032,0.001,-0.001,0,0,0,0,0,-2.32,0.843,0.292,0.05,0.017,0.003,0.001,0,0,0,
1.28,0,-4.131,2.799,1.041,-0.147,-0.01,0.011,0,-0.001,0,0,0,0,0,0,1.118,1.115,0.221,-0.066,-0.042,-0.004,0.002,0,0,0,-1.703,3.689,0.996,0.233,-0.007,0.012,0,-0.001,0,0,0,0,0,0,0,0,-1.037,0.153,0.11,0.007,-0.006,0,0.001,0,0,0,-10.279,13.426,-0.127,-0.007,0.035,0.001,-0.001,0,0,0,0,0,-2.165,0.961,0.323,0.06,0.02,0.003,0.001,0,0,0,
1.29,0,-4.207,2.873,0.971,-0.053,-0.01,0.012,0,-0.001,0,0,0,0,0,0,1.123,1.261,0.206,-0.078,-0.044,-0.004,0.002,0,0,0,-1.698,3.758,0.902,0.293,-0.008,0.013,0,-0.001,0,0,0,0,0,0,0,0,-1.036,0.179,0.119,0.008,-0.008,0,0.001,0,0,0,-10.365,11.683,-0.127,-0.007,0.038,0.001,-0.001,0,0,0,0,0,-2.008,1.096,0.355,0.072,0.024,0.004,0.001,0,0,0,
1.3,0,-4.277,2.942,0.898,0.02,-0.011,0.014,0,-0.001,0,0,0,0,0,0,1.108,1.414,0.188,-0.092,-0.046,-0.005,0.002,0,0,0,-1.689,3.828,0.815,0.333,-0.008,0.014,0,-0.001,0,0,0,0,0,0,0,0,-1.031,0.21,0.129,0.011,-0.008,0,0.002,0,0,0,-10.265,10.191,-0.128,-0.007,0.042,0.001,-0.002,0,0,0,0,0,-1.851,1.252,0.389,0.087,0.029,0.005,0.001,0,0,0,
1.31,0,-4.345,3.01,0.827,0.074,-0.012,0.015,-0.001,-0.001,0,0,0,0,0,0,1.07,1.568,0.168,-0.107,-0.05,-0.005,0.002,0,0,0,-1.674,3.896,0.736,0.357,-0.009,0.015,0,-0.001,0,0,0,0,0,0,0,0,-1.02,0.243,0.138,0.012,-0.008,0,0.001,0,0,0,-10.022,8.941,-0.126,-0.009,0.047,0.002,-0.002,0,0,0,0,0,-1.7,1.427,0.425,0.103,0.033,0.006,0.001,0,0,0,
1.32,0,-4.409,3.075,0.759,0.116,-0.014,0.016,-0.001,-0.001,0,0,0,0,0,0,1.002,1.72,0.145,-0.125,-0.053,-0.007,0.002,0,0,0,-1.654,3.962,0.665,0.372,-0.01,0.016,0,-0.001,0,0,0,0,0,0,0,0,-1.006,0.281,0.148,0.014,-0.009,0,0.002,0,0,0,-9.7,7.87,-0.124,-0.009,0.051,0.002,-0.003,0,0.001,0,0,0,-1.569,1.623,0.465,0.122,0.038,0.007,0.002,0,0,0,
1.33,0,-4.47,3.139,0.695,0.147,-0.015,0.018,-0.001,-0.002,0,0,0,0,0,0,0.901,1.86,0.121,-0.145,-0.057,-0.008,0.002,0,0,0,-1.628,4.029,0.602,0.379,-0.01,0.017,0,-0.001,0,0,0,0,0,0,0,0,-0.986,0.324,0.159,0.016,-0.01,0,0.002,0,0,0,-9.336,6.95,-0.122,-0.009,0.056,0.003,-0.003,0,0.001,0,0,0,-1.463,1.835,0.506,0.145,0.043,0.008,0.003,0,0,0,
1.34,0,-4.528,3.198,0.633,0.169,-0.016,0.019,-0.001,-0.002,0,0,0,0,0,0,0.768,1.977,0.095,-0.168,-0.06,-0.01,0.003,0,0,0,-1.595,4.097,0.544,0.381,-0.011,0.019,-0.001,-0.002,0,0,0,0,0,0,0,0,-0.962,0.374,0.17,0.019,-0.01,0,0.002,0,0,0,-8.942,6.15,-0.119,-0.01,0.06,0.003,-0.002,0,0.001,0,0,0,-1.393,2.064,0.551,0.172,0.05,0.009,0.003,0,0,0,
1.35,0,-4.586,3.255,0.575,0.187,-0.017,0.021,-0.001,-0.002,0,0,0,0,0,0,0.608,2.057,0.066,-0.195,-0.063,-0.012,0.003,0,0,0,-1.557,4.166,0.492,0.377,-0.012,0.02,-0.001,-0.002,0,0,0,0,0,0,0,0,-0.933,0.431,0.182,0.023,-0.011,0,0.002,0,0,0,-8.536,5.45,-0.115,-0.01,0.065,0.003,-0.002,0,0.001,0,0,0,-1.365,2.292,0.598,0.202,0.057,0.011,0.004,0,0,0,
1.36,0,-4.639,3.31,0.519,0.198,-0.019,0.023,-0.001,-0.003,0,0,0,0,0,0,0.433,2.09,0.035,-0.225,-0.066,-0.013,0.003,0,-0.001,0,-1.51,4.236,0.445,0.373,-0.013,0.021,-0.001,-0.002,0,0,0,0,0,0,0,0,-0.9,0.497,0.195,0.026,-0.012,0,0.002,0,0,0,-8.12,4.834,-0.111,-0.009,0.07,0.004,-0.002,0,0.001,0,0,0,-1.382,2.508,0.648,0.239,0.064,0.012,0.003,0,0,0,
1.37,0,-4.692,3.363,0.467,0.206,-0.019,0.024,-0.001,-0.003,0,0,0,0,0,0,0.257,2.071,0.001,-0.261,-0.071,-0.016,0.003,0,-0.001,0,-1.459,4.311,0.403,0.365,-0.014,0.023,-0.001,-0.003,0,0,0,0,0,0,0,0,-0.862,0.574,0.208,0.029,-0.012,0,0.001,0,0,0,-7.703,4.288,-0.105,-0.011,0.076,0.005,-0.002,0,0.001,0,0,0,-1.438,2.698,0.701,0.281,0.072,0.014,0.004,0,0,0,
1.38,0,-4.745,3.412,0.418,0.21,-0.021,0.025,-0.001,-0.004,0,0,0,0,0,0,0.101,2.005,-0.033,-0.302,-0.074,-0.017,0.003,0,-0.001,0,-1.399,4.387,0.365,0.355,-0.014,0.023,-0.001,-0.003,0,0,0,0,0,0,0,0,-0.818,0.663,0.221,0.034,-0.013,0,0.002,0,0,0,-7.288,3.8,-0.1,-0.01,0.083,0.005,-0.003,0,0.001,0,0,0,-1.52,2.846,0.758,0.331,0.081,0.016,0.004,0,0.001,0,
1.39,0,-4.796,3.456,0.37,0.212,-0.022,0.027,-0.001,-0.004,0,0,0,0,0,0,-0.021,1.9,-0.071,-0.35,-0.079,-0.02,0.002,0,-0.001,0,-1.333,4.466,0.331,0.345,-0.015,0.024,-0.001,-0.003,0,0,0,0,0,0,0,0,-0.771,0.77,0.235,0.039,-0.014,0,0.002,0,0,0,-6.875,3.361,-0.094,-0.01,0.089,0.006,-0.003,0,0.001,0,0,0,-1.614,2.945,0.816,0.391,0.091,0.02,0.005,0,0,0,
1.4,0,-4.848,3.5,0.324,0.211,-0.024,0.029,-0.002,-0.004,0,0,0,0,0,0,-0.107,1.772,-0.109,-0.408,-0.083,-0.023,0.002,0,-0.001,0,-1.257,4.555,0.3,0.334,-0.015,0.025,-0.001,-0.004,0,0,0,0,0,0,0,0,-0.722,0.898,0.251,0.044,-0.014,0,0.002,0,0,0,-6.465,2.968,-0.086,-0.01,0.095,0.007,-0.002,0,0.001,0,0,0,-1.706,2.994,0.878,0.464,0.102,0.022,0.006,0,0,0,
1.41,0,-4.9,3.538,0.281,0.208,-0.025,0.03,-0.002,-0.004,0,0,0,0,0,0,-0.153,1.636,-0.148,-0.476,-0.088,-0.026,0.002,0,-0.001,0,-1.171,4.647,0.273,0.321,-0.016,0.027,-0.001,-0.004,0,0,0,0,0,0,0,0,-0.674,1.051,0.268,0.051,-0.015,0,0.002,0,0,0,-6.061,2.611,-0.079,-0.01,0.102,0.008,-0.003,0,0.002,0,0,0,-1.781,2.998,0.941,0.551,0.114,0.025,0.006,0,0,0,
1.42,0,-4.955,3.574,0.239,0.204,-0.026,0.033,-0.002,-0.005,0,0,0,0,0,0,-0.167,1.5,-0.186,-0.557,-0.094,-0.03,0.002,0,-0.001,0,-1.074,4.754,0.249,0.309,-0.018,0.028,-0.001,-0.004,0,0,0,0,0,0,0,0,-0.63,1.237,0.286,0.057,-0.015,0,0.003,0,0,0,-5.665,2.29,-0.071,-0.01,0.109,0.009,-0.004,0,0.002,0,0,0,-1.836,2.965,1.003,0.656,0.126,0.029,0.007,0,0.001,0,
1.43,0,-5.012,3.603,0.2,0.198,-0.027,0.035,-0.002,-0.005,0,0,0,0,0,0,-0.154,1.372,-0.219,-0.655,-0.099,-0.034,0.002,0,-0.001,0,-0.965,4.872,0.227,0.296,-0.018,0.03,-0.001,-0.004,0,0,0,0,0,0,0,0,-0.599,1.465,0.304,0.067,-0.016,0,0.003,0,0,0,-5.279,2.001,-0.062,-0.009,0.116,0.01,-0.003,0,0.002,0,0,0,-1.866,2.905,1.061,0.784,0.14,0.034,0.008,0,0,0,
1.44,0,-5.073,3.627,0.161,0.191,-0.029,0.038,-0.002,-0.006,0,0,0,0,0,0,-0.122,1.254,-0.244,-0.773,-0.105,-0.039,0.001,0,-0.001,0,-0.845,5.012,0.209,0.284,-0.019,0.032,-0.001,-0.005,0,0,0,0,0,0,0,0,-0.592,1.742,0.325,0.076,-0.017,0,0.003,0,0,0,-4.899,1.739,-0.051,-0.008,0.124,0.012,-0.003,0,0.002,0,0,0,-1.873,2.827,1.109,0.942,0.155,0.039,0.008,0,0.001,0,
1.45,0,-5.14,3.644,0.124,0.182,-0.031,0.039,-0.002,-0.006,0,0,0,0,0,0,-0.075,1.149,-0.252,-0.914,-0.112,-0.045,0.002,0,-0.001,0,-0.71,5.18,0.192,0.271,-0.02,0.034,-0.001,-0.005,0,0,0,0,0,0,0,0,-0.633,2.079,0.347,0.086,-0.018,0,0.003,0,0,0,-4.528,1.502,-0.041,-0.007,0.132,0.013,-0.003,0,0.002,0,0,0,-1.856,2.734,1.139,1.132,0.171,0.044,0.01,0,0.001,0,
1.46,0,-5.214,3.654,0.089,0.172,-0.033,0.041,-0.003,-0.007,0,0,0,0,0,0,-0.021,1.057,-0.232,-1.081,-0.117,-0.051,0.002,0,-0.001,0,-0.561,5.394,0.179,0.259,-0.021,0.035,-0.001,-0.006,0,0,0,0,0,0,0,0,-0.752,2.478,0.369,0.098,-0.019,0,0.003,0,0,0,-4.164,1.289,-0.029,-0.006,0.14,0.014,-0.002,0,0.002,0,0,0,-1.82,2.636,1.133,1.358,0.188,0.052,0.011,0,0,0,
1.47,0,-5.301,3.652,0.055,0.163,-0.035,0.044,-0.003,-0.007,0,0,0,0,0,0,0.038,0.973,-0.168,-1.268,-0.126,-0.058,0.001,0,-0.001,0,-0.407,5.676,0.167,0.249,-0.023,0.037,-0.003,-0.006,0,0,0,0,0,0,0,0,-0.995,2.927,0.395,0.111,-0.019,0,0.004,0,0,0,-3.814,1.098,-0.017,-0.004,0.149,0.016,-0.002,0,0.003,0,0,0,-1.769,2.533,1.07,1.618,0.208,0.059,0.011,0,0.001,0,
1.48,0,-5.407,3.641,0.021,0.151,-0.036,0.047,-0.003,-0.008,-0.001,0,0,0,0,0,0.102,0.894,-0.039,-1.463,-0.133,-0.065,0.001,0,-0.001,0,-0.281,6.067,0.159,0.237,-0.023,0.038,-0.002,-0.006,0,0,0,0,0,0,0,0,-1.417,3.384,0.422,0.127,-0.02,0,0.003,0,0,0,-3.477,0.93,-0.004,-0.002,0.157,0.018,-0.003,0,0.003,0,0,0,-1.706,2.432,0.922,1.895,0.228,0.067,0.013,0,0.001,0,
1.49,0,-5.56,3.569,-0.012,0.139,-0.04,0.05,-0.003,-0.009,-0.001,0,0,0,0,0,0.169,0.825,0.169,-1.632,-0.142,-0.074,0.001,0,-0.001,0,-0.688,6.619,0.152,0.228,-0.026,0.04,-0.002,-0.006,0,0,0,0,0,0,0,0,-2.06,3.766,0.451,0.145,-0.02,0,0.005,0,0,0,-3.151,0.782,0.01,0,0.167,0.02,-0.003,0,0.003,0,0,0,-1.632,2.331,0.668,2.15,0.251,0.079,0.013,0,0.002,0,
1.5,0,-5.652,3.411,-0.045,0.127,-0.042,0.053,-0.003,-0.009,-0.001,0,0,0,0,0,0.233,0.762,0.452,-1.733,-0.152,-0.085,0.001,0,-0.002,0,-1.254,6.907,0.146,0.22,-0.027,0.043,-0.002,-0.007,0,0,0,0,0,0,0,0,-2.907,3.941,0.481,0.166,-0.022,0,0.005,0,0,0,-2.838,0.65,0.025,0.004,0.177,0.023,-0.002,0,0.003,0,0,0,-1.549,2.23,0.305,2.32,0.276,0.093,0.014,0,0.002,0,
1.51,0,-5.708,3.235,-0.077,0.114,-0.045,0.056,-0.004,-0.01,-0.001,0,0,0,0,0,0.299,0.702,0.772,-1.721,-0.161,-0.097,0,0,-0.002,0,-1.835,7.041,0.15,0.211,-0.029,0.046,-0.002,-0.008,0,0,0,0,0,0,0,0,-3.85,3.788,0.515,0.191,-0.022,0,0.004,0,0,0,-2.537,0.537,0.041,0.008,0.187,0.026,-0.002,0,0.004,0,0,0,-1.462,2.133,-0.116,2.348,0.303,0.108,0.016,0,0.002,0,
1.52,0,-5.732,3.035,-0.108,0.099,-0.048,0.06,-0.004,-0.011,-0.001,0,0,0,0,0,0.36,0.648,1.061,-1.588,-0.172,-0.111,0,0,-0.001,0,-2.471,6.937,0.157,0.203,-0.03,0.047,-0.002,-0.008,0,0,0,0,0,0,0,0,-4.703,3.285,0.55,0.22,-0.022,0,0.005,0,0,0,-2.255,0.44,0.057,0.013,0.198,0.029,-0.001,0,0.004,0,0,0,-1.366,2.038,-0.509,2.213,0.331,0.126,0.017,0,0.003,0,
1.53,0,-5.729,2.819,-0.139,0.083,-0.052,0.063,-0.004,-0.011,-0.001,0,0,0,0,0,0.427,0.593,1.265,-1.371,-0.183,-0.127,0,0,-0.002,0,-3.054,6.546,0.166,0.197,-0.034,0.05,-0.002,-0.009,0,0,0,0,0,0,0,0,-5.307,2.534,0.589,0.255,-0.023,0,0.005,0,0,0,-1.987,0.36,0.075,0.019,0.209,0.033,-0.002,0,0.004,0,0,0,-1.272,1.946,-0.796,1.963,0.363,0.148,0.018,0,0.003,0,
1.54,0,-5.708,2.571,-0.171,0.065,-0.056,0.067,-0.004,-0.013,-0.001,0,0,0,0,0,0.488,0.543,1.369,-1.129,-0.194,-0.146,-0.001,0,-0.001,0,-3.466,5.9,0.176,0.192,-0.036,0.052,-0.002,-0.009,0,0,0,0,0,0,0,0,-5.619,1.696,0.63,0.298,-0.024,0,0.006,0,0,0,-1.732,0.294,0.095,0.028,0.22,0.037,-0.002,0,0.005,0,0,0,-1.173,1.856,-0.954,1.672,0.397,0.174,0.02,0,0.003,0,
1.55,0,-5.662,2.268,-0.202,0.046,-0.061,0.071,-0.004,-0.014,-0.001,0,0,0,0,0,0.551,0.492,1.391,-0.905,-0.206,-0.17,-0.002,0,-0.001,0,-3.65,5.075,0.188,0.19,-0.039,0.055,-0.002,-0.01,-0.001,0,0,0,0,0,0,0,-5.688,0.894,0.673,0.347,-0.025,0,0.006,0,0,0,-1.497,0.241,0.114,0.038,0.231,0.041,-0.001,0,0.005,0,0,0,-1.071,1.768,-1.006,1.404,0.434,0.208,0.021,0,0.003,0,
1.56,0,-5.573,1.898,-0.232,0.024,-0.066,0.076,-0.005,-0.014,-0.001,0,0,0,0,0,0.614,0.44,1.361,-0.718,-0.218,-0.197,-0.002,0,-0.001,0,-3.63,4.156,0.201,0.189,-0.043,0.058,-0.002,-0.011,-0.001,0,0,0,0,0,0,0,-5.589,0.18,0.718,0.407,-0.025,0,0.006,0,0,0,-1.276,0.201,0.134,0.05,0.243,0.045,0,0,0.006,0,0,0,-0.971,1.685,-0.988,1.183,0.471,0.248,0.023,0,0.003,0,
1.57,0,-5.42,1.472,-0.262,0.001,-0.073,0.08,-0.004,-0.016,-0.001,0,0,0,0,0,0.673,0.391,1.303,-0.569,-0.23,-0.23,-0.003,0,-0.001,0,-3.468,3.202,0.215,0.192,-0.049,0.062,-0.002,-0.011,-0.001,0,0,0,0,0,0,0,-5.383,-0.437,0.764,0.481,-0.026,0,0.006,0,0,0,-1.073,0.172,0.156,0.066,0.256,0.05,-0.001,0,0.006,0,0,0,-0.868,1.601,-0.933,1.015,0.511,0.297,0.024,0,0.004,0,
1.58,0,-5.189,1.059,-0.292,-0.026,-0.08,0.085,-0.004,-0.016,-0.001,0,0,0,0,0,0.738,0.341,1.232,-0.455,-0.238,-0.269,-0.003,0,-0.002,0,-3.222,2.324,0.231,0.196,-0.054,0.064,-0.003,-0.012,-0.001,0,0,0,0,0,0,0,-5.109,-0.97,0.807,0.571,-0.026,0,0.006,0,0,0,-0.884,0.154,0.175,0.086,0.269,0.056,0,0,0.007,0,0,0,-0.766,1.521,-0.864,0.891,0.552,0.357,0.026,0,0.003,0,
1.59,0,-4.877,0.747,-0.319,-0.056,-0.09,0.089,-0.005,-0.018,-0.001,0,0,0,0,0,0.8,0.29,1.157,-0.368,-0.245,-0.316,-0.004,0,-0.002,0,-2.892,1.663,0.248,0.204,-0.06,0.066,-0.003,-0.013,-0.001,0,0,0,0,0,0,0,-4.786,-1.429,0.846,0.68,-0.028,0,0.007,0,0,0,-0.71,0.144,0.194,0.11,0.282,0.062,0.001,0,0.007,0,0,0,-0.663,1.443,-0.796,0.807,0.59,0.434,0.027,0,0.004,0,
1.6,0,-4.518,0.591,-0.345,-0.089,-0.101,0.092,-0.005,-0.019,-0.001,0,0,0,0,0,0.863,0.24,1.084,-0.302,-0.244,-0.372,-0.004,0,-0.002,0,-2.488,1.299,0.264,0.216,-0.068,0.068,-0.003,-0.013,-0.001,0,0,0,0,0,0,0,-4.424,-1.821,0.875,0.815,-0.028,0,0.007,0,0,0,-0.547,0.144,0.212,0.14,0.296,0.069,0.001,0,0.008,0,0,0,-0.562,1.367,-0.733,0.749,0.621,0.526,0.029,0,0.004,0,
1.61,0,-4.167,0.58,-0.368,-0.124,-0.114,0.094,-0.004,-0.02,-0.001,0,0,0,0,0,0.927,0.189,1.014,-0.253,-0.234,-0.437,-0.005,0,-0.002,0,-2.068,1.215,0.279,0.23,-0.077,0.068,-0.003,-0.014,-0.001,0,0,0,0,0,0,0,-4.028,-2.152,0.882,0.975,-0.029,0,0.008,0,0,0,-0.398,0.149,0.222,0.175,0.31,0.077,0.001,0,0.008,0,0,0,-0.454,1.289,-0.682,0.712,0.641,0.64,0.031,0,0.005,0,
